Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:32.738,,21
2,77,Valtteri BottasBOT,Mercedes,1:32.807,+0.069s,20
3,16,Charles LeclercLEC,Ferrari,1:33.111,+0.373s,21
4,33,Max VerstappenVER,Red Bull Racing Honda,1:33.618,+0.880s,20
5,5,Sebastian VettelVET,Ferrari,1:33.790,+1.052s,22
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:34.091,+1.353s,20
7,4,Lando NorrisNOR,McLaren Renault,1:34.110,+1.372s,23
8,55,Carlos SainzSAI,McLaren Renault,1:34.261,+1.523s,26
9,3,Daniel RicciardoRIC,Renault,1:34.540,+1.802s,18
10,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:34.804,+2.066s,25
11,11,Sergio PerezPER,Racing Point BWT Mercedes,1:34.809,+2.071s,21
12,27,Nico HulkenbergHUL,Renault,1:34.810,+2.072s,25
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:35.063,+2.325s,22
14,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:35.326,+2.588s,24
15,20,Kevin MagnussenMAG,Haas Ferrari,1:35.410,+2.672s,19
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.522,+2.784s,22
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:36.102,+3.364s,22
18,40,Nicholas LatifiLAT,Williams Mercedes,1:37.147,+4.409s,25
19,88,Robert KubicaKUB,Williams Mercedes,1:37.172,+4.434s,27
20,8,Romain GrosjeanGRO,Haas Ferrari,1:37.620,+4.882s,9
