Pos,No,Driver,Car,Laps,Time/retired,Pts
1,28,Gerhard BergerBER,Ferrari,51,1:32:58.072,9
2,12,Ayrton SennaSEN,Lotus Honda,51,+17.384s,6
3,2,Stefan JohanssonJOH,McLaren TAG,51,+17.694s,4
4,27,Michele AlboretoALB,Ferrari,51,+80.441s,3
5,20,Thierry BoutsenBOU,Benetton Ford,51,+85.576s,2
6,11,Satoru NakajimaNAK,Lotus Honda,51,+96.479s,1
7,1,Alain ProstPRO,McLaren TAG,50,+1 lap,0
8,3,Jonathan  PalmerPAL,Tyrrell Ford,50,+1 lap,0
9,18,Eddie  CheeverCHE,Arrows Megatron,50,+1 lap,0
10,17,Derek WarwickWAR,Arrows Megatron,50,+1 lap,0
11,7,Riccardo PatresePAT,Brabham BMW,49,DNF,0
12,4,Philippe StreiffSTR,Tyrrell Ford,49,+2 laps,0
13,26,Piercarlo GhinzaniGHI,Ligier Megatron,48,DNF,0
14,29,Yannick DalmasDAL,Lola Ford,47,DNF,0
15,6,Nelson PiquetPIQ,Williams Honda,46,DNF,0
NC,25,Rene ArnouxARN,Ligier Megatron,44,DNF,0
NC,21,Alex CaffiCAF,Osella Alfa Romeo,43,DNF,0
NC,14,Roberto MorenoMOR,AGS Ford,38,DNF,0
NC,24,Alessandro NanniniNAN,Minardi Motori Moderni,35,DNF,0
NC,9,Martin BrundleBRU,Zakspeed,32,DNF,0
NC,8,Andrea de CesarisDEC,Brabham BMW,26,DNF,0
NC,19,Teo FabiFAB,Benetton Ford,16,DNF,0
NC,10,Christian DannerDAN,Zakspeed,13,DNF,0
NC,16,Ivan CapelliCAP,March Ford,13,DNF,0
NC,23,Adrian CamposCAM,Minardi Motori Moderni,2,DNF,0
NC,30,Philippe AlliotALL,Lola Ford,0,DNF,0
