Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Rubens BarrichelloBAR,Ferrari,45,1:25:34.418,10
2,1,Mika HakkinenHAK,McLaren Mercedes,45,+7.452s,6
3,2,David CoulthardCOU,McLaren Mercedes,45,+21.168s,4
4,10,Jenson ButtonBUT,Williams BMW,45,+22.685s,3
5,17,Mika SaloSAL,Sauber Petronas,45,+27.112s,2
6,18,Pedro de la RosaDLR,Arrows Supertec,45,+29.079s,1
7,9,Ralf SchumacherRSC,Williams BMW,45,+30.897s,0
8,22,Jacques VilleneuveVIL,BAR Honda,45,+47.537s,0
9,6,Jarno TrulliTRU,Jordan Mugen Honda,45,+50.901s,0
10,7,Eddie IrvineIRV,Jaguar Cosworth,45,+79.664s,0
11,21,Gaston MazzacaneMAZ,Minardi Fondmetal,45,+89.504s,0
12,15,Nick HeidfeldHEI,Prost Peugeot,40,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,39,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,39,DNF,0
NC,23,Ricardo ZontaZON,BAR Honda,37,DNF,0
NC,20,Marc GeneGEN,Minardi Fondmetal,33,DNF,0
NC,12,Alexander WurzWUR,Benetton Playlife,31,DNF,0
NC,16,Pedro DinizDIN,Sauber Petronas,29,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,29,DNF,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,12,DNF,0
NC,3,Michael SchumacherMSC,Ferrari,0,DNF,0
NC,11,Giancarlo FisichellaFIS,Benetton Playlife,0,DNF,0
