Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,David CoulthardCOU,McLaren Mercedes,60,1:28:50.108,10
2,1,Mika HakkinenHAK,McLaren Mercedes,60,+1.477s,6
3,3,Michael SchumacherMSC,Ferrari,60,+19.917s,4
4,9,Ralf SchumacherRSC,Williams BMW,60,+41.312s,3
5,10,Jenson ButtonBUT,Williams BMW,60,+57.759s,2
6,6,Jarno TrulliTRU,Jordan Mugen Honda,60,+79.273s,1
7,11,Giancarlo FisichellaFIS,Benetton Playlife,59,+1 lap,0
8,17,Mika SaloSAL,Sauber Petronas,59,+1 lap,0
9,12,Alexander WurzWUR,Benetton Playlife,59,+1 lap,0
10,14,Jean AlesiALE,Prost Peugeot,59,+1 lap,0
11,16,Pedro DinizDIN,Sauber Petronas,59,+1 lap,0
12,8,Johnny HerbertHER,Jaguar Cosworth,59,+1 lap,0
13,7,Eddie IrvineIRV,Jaguar Cosworth,59,+1 lap,0
14,20,Marc GeneGEN,Minardi Fondmetal,59,+1 lap,0
15,21,Gaston MazzacaneMAZ,Minardi Fondmetal,59,+1 lap,0
16,22,Jacques VilleneuveVIL,BAR Honda,56,DNF,0
17,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,54,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,51,DNF,0
NC,23,Ricardo ZontaZON,BAR Honda,36,DNF,0
NC,4,Rubens BarrichelloBAR,Ferrari,35,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,26,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,20,DNF,0
