Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Mika HakkinenHAK,McLaren Mercedes,44,1:28:14.494,10
2,3,Michael SchumacherMSC,Ferrari,44,+1.103s,6
3,9,Ralf SchumacherRSC,Williams BMW,44,+38.096s,4
4,2,David CoulthardCOU,McLaren Mercedes,44,+43.280s,3
5,10,Jenson ButtonBUT,Williams BMW,44,+49.914s,2
6,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,44,+55.984s,1
7,22,Jacques VilleneuveVIL,BAR Honda,44,+72.380s,0
8,8,Johnny HerbertHER,Jaguar Cosworth,44,+87.808s,0
9,17,Mika SaloSAL,Sauber Petronas,44,+88.670s,0
10,7,Eddie IrvineIRV,Jaguar Cosworth,44,+91.555s,0
11,16,Pedro DinizDIN,Sauber Petronas,44,+94.123s,0
12,23,Ricardo ZontaZON,BAR Honda,43,+1 lap,0
13,12,Alexander WurzWUR,Benetton Playlife,43,+1 lap,0
14,20,Marc GeneGEN,Minardi Fondmetal,43,+1 lap,0
15,19,Jos VerstappenVER,Arrows Supertec,43,+1 lap,0
16,18,Pedro de la RosaDLR,Arrows Supertec,42,+2 laps,0
17,21,Gaston MazzacaneMAZ,Minardi Fondmetal,42,+2 laps,0
NC,4,Rubens BarrichelloBAR,Ferrari,32,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,32,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,12,DNF,0
NC,11,Giancarlo FisichellaFIS,Benetton Playlife,8,DNF,0
NC,6,Jarno TrulliTRU,Jordan Mugen Honda,4,DNF,0
