Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Mika HakkinenHAK,McLaren Mercedes,65,1:33:55.390,10
2,2,David CoulthardCOU,McLaren Mercedes,65,+16.066s,6
3,4,Rubens BarrichelloBAR,Ferrari,65,+29.112s,4
4,9,Ralf SchumacherRSC,Williams BMW,65,+37.311s,3
5,3,Michael SchumacherMSC,Ferrari,65,+47.983s,2
6,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,65,+81.925s,1
7,17,Mika SaloSAL,Sauber Petronas,64,+1 lap,0
8,23,Ricardo ZontaZON,BAR Honda,64,+1 lap,0
9,11,Giancarlo FisichellaFIS,Benetton Playlife,64,+1 lap,0
10,12,Alexander WurzWUR,Benetton Playlife,64,+1 lap,0
11,7,Eddie IrvineIRV,Jaguar Cosworth,64,+1 lap,0
12,6,Jarno TrulliTRU,Jordan Mugen Honda,64,+1 lap,0
13,8,Johnny HerbertHER,Jaguar Cosworth,64,+1 lap,0
14,20,Marc GeneGEN,Minardi Fondmetal,63,+2 laps,0
15,21,Gaston MazzacaneMAZ,Minardi Fondmetal,63,+2 laps,0
16,15,Nick HeidfeldHEI,Prost Peugeot,62,+3 laps,0
17,10,Jenson ButtonBUT,Williams BMW,61,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,25,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Honda,21,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,1,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,1,DNF,0
NC,16,Pedro DinizDIN,Sauber Petronas,0,DNF,0
