Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,David CoulthardCOU,McLaren Mercedes,72,1:38:05.538,10
2,1,Mika HakkinenHAK,McLaren Mercedes,72,+14.748s,6
3,4,Rubens BarrichelloBAR,Ferrari,72,+32.409s,4
4,22,Jacques VilleneuveVIL,BAR Honda,72,+61.322s,3
5,9,Ralf SchumacherRSC,Williams BMW,72,+63.981s,2
6,6,Jarno TrulliTRU,Jordan Mugen Honda,72,+75.604s,1
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,71,+1 lap,0
8,10,Jenson ButtonBUT,Williams BMW,71,+1 lap,0
9,11,Giancarlo FisichellaFIS,Benetton Playlife,71,+1 lap,0
10,17,Mika SaloSAL,Sauber Petronas,71,+1 lap,0
11,16,Pedro DinizDIN,Sauber Petronas,71,+1 lap,0
12,15,Nick HeidfeldHEI,Prost Peugeot,71,+1 lap,0
13,7,Eddie IrvineIRV,Jaguar Cosworth,70,+2 laps,0
14,14,Jean AlesiALE,Prost Peugeot,70,+2 laps,0
15,20,Marc GeneGEN,Minardi Fondmetal,70,+2 laps,0
NC,3,Michael SchumacherMSC,Ferrari,58,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,45,DNF,0
NC,12,Alexander WurzWUR,Benetton Playlife,34,DNF,0
NC,21,Gaston MazzacaneMAZ,Minardi Fondmetal,31,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,25,DNF,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,20,DNF,0
NC,23,Ricardo ZontaZON,BAR Honda,16,DNF,0
