Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,71,1:31:35.271,10
2,11,Giancarlo FisichellaFIS,Benetton Playlife,71,+39.898s,6
3,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,71,+42.268s,4
4,6,Jarno TrulliTRU,Jordan Mugen Honda,71,+72.780s,3
5,9,Ralf SchumacherRSC,Williams BMW,70,+1 lap,2
6,10,Jenson ButtonBUT,Williams BMW,70,+1 lap,1
7,19,Jos VerstappenVER,Arrows Supertec,70,+1 lap,0
8,18,Pedro de la RosaDLR,Arrows Supertec,70,+1 lap,0
9,23,Ricardo ZontaZON,BAR Honda,69,+2 laps,0
10,21,Gaston MazzacaneMAZ,Minardi Fondmetal,69,+2 laps,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,51,DNF,0
NC,20,Marc GeneGEN,Minardi Fondmetal,31,DNF,0
NC,1,Mika HakkinenHAK,McLaren Mercedes,30,DNF,0
NC,4,Rubens BarrichelloBAR,Ferrari,27,DNF,0
NC,7,Eddie IrvineIRV,Jaguar Cosworth,20,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Honda,16,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,11,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,9,DNF,0
NC,12,Alexander WurzWUR,Benetton Playlife,6,DNF,0
