Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,69,1:41:12.313,10
2,4,Rubens BarrichelloBAR,Ferrari,69,+0.174s,6
3,11,Giancarlo FisichellaFIS,Benetton Playlife,69,+15.365s,4
4,1,Mika HakkinenHAK,McLaren Mercedes,69,+18.561s,3
5,19,Jos VerstappenVER,Arrows Supertec,69,+52.208s,2
6,6,Jarno TrulliTRU,Jordan Mugen Honda,69,+61.687s,1
7,2,David CoulthardCOU,McLaren Mercedes,69,+62.216s,0
8,23,Ricardo ZontaZON,BAR Honda,69,+70.455s,0
9,12,Alexander WurzWUR,Benetton Playlife,69,+79.899s,0
10,16,Pedro DinizDIN,Sauber Petronas,69,+114.544s,0
11,10,Jenson ButtonBUT,Williams BMW,68,+1 lap,0
12,21,Gaston MazzacaneMAZ,Minardi Fondmetal,68,+1 lap,0
13,7,Eddie IrvineIRV,Jaguar Cosworth,66,+3 laps,0
14,9,Ralf SchumacherRSC,Williams BMW,64,DNF,0
15,22,Jacques VilleneuveVIL,BAR Honda,64,DNF,0
16,20,Marc GeneGEN,Minardi Fondmetal,64,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,48,DNF,0
NC,17,Mika SaloSAL,Sauber Petronas,42,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,38,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,34,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,32,DNF,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,14,DNF,0
