Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,56,1:35:54.235,10
2,2,David CoulthardCOU,McLaren Mercedes,56,+0.732s,6
3,4,Rubens BarrichelloBAR,Ferrari,56,+18.444s,4
4,1,Mika HakkinenHAK,McLaren Mercedes,56,+35.269s,3
5,22,Jacques VilleneuveVIL,BAR Honda,56,+70.692s,2
6,7,Eddie IrvineIRV,Jaguar Cosworth,56,+72.568s,1
7,12,Alexander WurzWUR,Benetton Playlife,56,+89.314s,0
8,17,Mika SaloSAL,Sauber Petronas,55,+1 lap,0
9,11,Giancarlo FisichellaFIS,Benetton Playlife,55,+1 lap,0
10,19,Jos VerstappenVER,Arrows Supertec,55,+1 lap,0
11,14,Jean AlesiALE,Prost Peugeot,55,+1 lap,0
12,6,Jarno TrulliTRU,Jordan Mugen Honda,55,+1 lap,0
13,21,Gaston MazzacaneMAZ,Minardi Fondmetal,50,DNF,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,48,DNF,0
NC,23,Ricardo ZontaZON,BAR Honda,46,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,43,DNF,0
NC,20,Marc GeneGEN,Minardi Fondmetal,36,DNF,0
NC,10,Jenson ButtonBUT,Williams BMW,18,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,7,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,0,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,0,DNF,0
NC,16,Pedro DinizDIN,Sauber Petronas,0,DNF,0
