Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,53,1:29:53.435,10
2,1,Mika HakkinenHAK,McLaren Mercedes,53,+1.837s,6
3,2,David CoulthardCOU,McLaren Mercedes,53,+69.914s,4
4,4,Rubens BarrichelloBAR,Ferrari,53,+79.190s,3
5,10,Jenson ButtonBUT,Williams BMW,53,+85.694s,2
6,22,Jacques VilleneuveVIL,BAR Honda,52,+1 lap,1
7,8,Johnny HerbertHER,Jaguar Cosworth,52,+1 lap,0
8,7,Eddie IrvineIRV,Jaguar Cosworth,52,+1 lap,0
9,23,Ricardo ZontaZON,BAR Honda,52,+1 lap,0
10,17,Mika SaloSAL,Sauber Petronas,52,+1 lap,0
11,16,Pedro DinizDIN,Sauber Petronas,52,+1 lap,0
12,18,Pedro de la RosaDLR,Arrows Supertec,52,+1 lap,0
13,6,Jarno TrulliTRU,Jordan Mugen Honda,52,+1 lap,0
14,11,Giancarlo FisichellaFIS,Benetton Playlife,52,+1 lap,0
15,21,Gaston MazzacaneMAZ,Minardi Fondmetal,51,+2 laps,0
NC,20,Marc GeneGEN,Minardi Fondmetal,46,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,41,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,41,DNF,0
NC,12,Alexander WurzWUR,Benetton Playlife,37,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,29,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,19,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,9,DNF,0
