Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,62,1:31:39.776,10
2,1,Mika HakkinenHAK,McLaren Mercedes,62,+1.168s,6
3,2,David CoulthardCOU,McLaren Mercedes,62,+51.008s,4
4,4,Rubens BarrichelloBAR,Ferrari,62,+89.276s,3
5,22,Jacques VilleneuveVIL,BAR Honda,61,+1 lap,2
6,17,Mika SaloSAL,Sauber Petronas,61,+1 lap,1
7,7,Eddie IrvineIRV,Jaguar Cosworth,61,+1 lap,0
8,16,Pedro DinizDIN,Sauber Petronas,61,+1 lap,0
9,12,Alexander WurzWUR,Benetton Playlife,61,+1 lap,0
10,8,Johnny HerbertHER,Jaguar Cosworth,61,+1 lap,0
11,11,Giancarlo FisichellaFIS,Benetton Playlife,61,+1 lap,0
12,23,Ricardo ZontaZON,BAR Honda,61,+1 lap,0
13,21,Gaston MazzacaneMAZ,Minardi Fondmetal,60,+2 laps,0
14,19,Jos VerstappenVER,Arrows Supertec,59,+3 laps,0
15,6,Jarno TrulliTRU,Jordan Mugen Honda,58,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,49,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,45,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,25,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,22,DNF,0
NC,10,Jenson ButtonBUT,Williams BMW,5,DNF,0
NC,20,Marc GeneGEN,Minardi Fondmetal,5,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,4,DNF,0
