Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Mika HakkinenHAK,McLaren Mercedes,71,1:28:15.818,10
2,2,David CoulthardCOU,McLaren Mercedes,71,+12.535s,6
3,4,Rubens BarrichelloBAR,Ferrari,71,+30.795s,4
4,22,Jacques VilleneuveVIL,BAR Honda,70,+1 lap,3
5,10,Jenson ButtonBUT,Williams BMW,70,+1 lap,2
6,17,Mika SaloSAL,Sauber Petronas,70,+1 lap,1
7,8,Johnny HerbertHER,Jaguar Cosworth,70,+1 lap,0
8,20,Marc GeneGEN,Minardi Fondmetal,70,+1 lap,0
9,16,Pedro DinizDIN,Sauber Petronas,70,+1 lap,0
10,12,Alexander WurzWUR,Benetton Playlife,70,+1 lap,0
11,7,Luciano BurtiBUR,Jaguar Cosworth,69,+2 laps,0
12,21,Gaston MazzacaneMAZ,Minardi Fondmetal,68,+3 laps,0
NC,23,Ricardo ZontaZON,BAR Honda,58,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,52,DNF,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,41,DNF,0
NC,14,Jean AlesiALE,Prost Peugeot,41,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,32,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,14,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,4,DNF,0
NC,3,Michael SchumacherMSC,Ferrari,0,DNF,0
NC,6,Jarno TrulliTRU,Jordan Mugen Honda,0,DNF,0
NC,11,Giancarlo FisichellaFIS,Benetton Playlife,0,DNF,0
