Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,73,1:36:30.883,10
2,4,Rubens BarrichelloBAR,Ferrari,73,+12.118s,6
3,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,73,+17.368s,4
4,22,Jacques VilleneuveVIL,BAR Honda,73,+17.935s,3
5,2,David CoulthardCOU,McLaren Mercedes,73,+28.813s,2
6,23,Ricardo ZontaZON,BAR Honda,73,+51.694s,1
7,7,Eddie IrvineIRV,Jaguar Cosworth,73,+71.115s,0
8,16,Pedro DinizDIN,Sauber Petronas,72,+1 lap,0
9,15,Nick HeidfeldHEI,Prost Peugeot,72,+1 lap,0
10,12,Alexander WurzWUR,Benetton Playlife,72,+1 lap,0
11,8,Johnny HerbertHER,Jaguar Cosworth,72,+1 lap,0
12,20,Marc GeneGEN,Minardi Fondmetal,72,+1 lap,0
NC,14,Jean AlesiALE,Prost Peugeot,64,DNF,0
NC,21,Gaston MazzacaneMAZ,Minardi Fondmetal,59,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,58,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,45,DNF,0
NC,11,Giancarlo FisichellaFIS,Benetton Playlife,44,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,34,DNF,0
NC,1,Mika HakkinenHAK,McLaren Mercedes,25,DNF,0
NC,17,Mika SaloSAL,Sauber Petronas,18,DNF,0
NC,10,Jenson ButtonBUT,Williams BMW,14,DNF,0
NC,6,Jarno TrulliTRU,Jordan Mugen Honda,12,DNF,0
