Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,53,1:27:31.638,10
2,1,Mika HakkinenHAK,McLaren Mercedes,53,+3.810s,6
3,9,Ralf SchumacherRSC,Williams BMW,53,+52.432s,4
4,19,Jos VerstappenVER,Arrows Supertec,53,+59.938s,3
5,12,Alexander WurzWUR,Benetton Playlife,53,+67.426s,2
6,23,Ricardo ZontaZON,BAR Honda,53,+69.292s,1
7,17,Mika SaloSAL,Sauber Petronas,52,+1 lap,0
8,16,Pedro DinizDIN,Sauber Petronas,52,+1 lap,0
9,20,Marc GeneGEN,Minardi Fondmetal,52,+1 lap,0
10,21,Gaston MazzacaneMAZ,Minardi Fondmetal,52,+1 lap,0
11,11,Giancarlo FisichellaFIS,Benetton Playlife,52,+1 lap,0
12,14,Jean AlesiALE,Prost Peugeot,51,+2 laps,0
NC,15,Nick HeidfeldHEI,Prost Peugeot,15,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Honda,14,DNF,0
NC,10,Jenson ButtonBUT,Williams BMW,10,DNF,0
NC,8,Johnny HerbertHER,Jaguar Cosworth,1,DNF,0
NC,4,Rubens BarrichelloBAR,Ferrari,0,DNF,0
NC,2,David CoulthardCOU,McLaren Mercedes,0,DNF,0
NC,6,Jarno TrulliTRU,Jordan Mugen Honda,0,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,0,DNF,0
NC,18,Pedro de la RosaDLR,Arrows Supertec,0,DNF,0
NC,7,Eddie IrvineIRV,Jaguar Cosworth,0,DNF,0
