Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,67,1:42:00.307,10
2,1,Mika HakkinenHAK,McLaren Mercedes,67,+13.821s,6
3,2,David CoulthardCOU,McLaren Mercedes,66,+1 lap,4
4,4,Rubens BarrichelloBAR,Ferrari,66,+1 lap,3
5,11,Giancarlo FisichellaFIS,Benetton Playlife,66,+1 lap,2
6,18,Pedro de la RosaDLR,Arrows Supertec,66,+1 lap,1
7,16,Pedro DinizDIN,Sauber Petronas,65,+2 laps,0
8,21,Gaston MazzacaneMAZ,Minardi Fondmetal,65,+2 laps,0
9,14,Jean AlesiALE,Prost Peugeot,65,+2 laps,0
10,10,Jenson ButtonBUT,Williams BMW,62,DNF,0
11,8,Johnny HerbertHER,Jaguar Cosworth,61,DNF,0
12,12,Alexander WurzWUR,Benetton Playlife,61,DNF,0
NC,23,Ricardo ZontaZON,BAR Honda,51,DNF,0
NC,20,Marc GeneGEN,Minardi Fondmetal,47,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Honda,46,DNF,0
NC,7,Eddie IrvineIRV,Jaguar Cosworth,29,DNF,0
NC,19,Jos VerstappenVER,Arrows Supertec,29,DNF,0
NC,9,Ralf SchumacherRSC,Williams BMW,29,DNF,0
NC,17,Mika SaloSAL,Sauber Petronas,27,DNF,0
NC,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,2,DNF,0
NC,6,Jarno TrulliTRU,Jordan Mugen Honda,0,DNF,0
