Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Alain ProstPRO,Ferrari,71,1:37:21.258,9
2,28,Gerhard BergerBER,McLaren Honda,71,+13.564s,6
3,27,Ayrton SennaSEN,McLaren Honda,71,+37.722s,4
4,2,Nigel MansellMAN,Ferrari,71,+47.266s,3
5,5,Thierry BoutsenBOU,Williams Renault,70,+1 lap,2
6,20,Nelson PiquetPIQ,Benetton Ford,70,+1 lap,1
7,4,Jean AlesiALE,Tyrrell Ford,70,+1 lap,0
8,3,Satoru NakajimaNAK,Tyrrell Ford,70,+1 lap,0
9,23,Pierluigi MartiniMAR,Minardi Ford,69,+2 laps,0
10,19,Alessandro NanniniNAN,Benetton Ford,68,DNF,0
11,25,Nicola LariniLAR,Ligier Ford,68,+3 laps,0
12,26,Philippe AlliotALL,Ligier Ford,68,+3 laps,0
13,6,Riccardo PatresePAT,Williams Renault,65,DNF,0
14,21,Gianni MorbidelliMOR,Dallara Ford,64,+7 laps,0
NC,10,Alex CaffiCAF,Arrows Ford,49,DNF,0
NC,12,Martin DonnellyDON,Lotus Lamborghini,43,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,39,DNF,0
NC,24,Paolo BarillaBAR,Minardi Ford,38,DNF,0
NC,18,Yannick DalmasDAL,AGS Ford,28,DNF,0
NC,11,Derek WarwickWAR,Lotus Lamborghini,25,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Lamborghini,24,DNF,0
NC,9,Michele AlboretoALB,Arrows Ford,24,DNF,0
NC,7,Gregor FoitekFOI,Brabham Judd,14,DNF,0
NC,29,Eric BernardBER,Lola Lamborghini,13,DNF,0
NC,14,Olivier GrouillardGRO,Osella Ford,8,DNF,0
