Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Riccardo PatresePAT,Williams Renault,61,1:30:55.478,9
2,28,Gerhard BergerBER,McLaren Honda,61,+5.117s,6
3,19,Alessandro NanniniNAN,Benetton Ford,61,+6.240s,4
4,1,Alain ProstPRO,Ferrari,61,+6.843s,3
5,20,Nelson PiquetPIQ,Benetton Ford,61,+53.112s,2
6,4,Jean AlesiALE,Tyrrell Ford,60,+1 lap,1
7,11,Derek WarwickWAR,Lotus Lamborghini,60,+1 lap,0
8,12,Martin DonnellyDON,Lotus Lamborghini,60,+1 lap,0
9,26,Philippe AlliotALL,Ligier Ford,60,+1 lap,0
10,25,Nicola LariniLAR,Ligier Ford,59,+2 laps,0
11,24,Paolo BarillaBAR,Minardi Ford,59,+2 laps,0
12,36,Jyrki JarvilehtoJAR,Onyx Ford,59,+2 laps,0
13,29,Eric BernardBER,Lola Lamborghini,56,DNF,0
NC,14,Olivier GrouillardGRO,Osella Ford,52,DNF,0
NC,2,Nigel MansellMAN,Ferrari,38,DNF,0
NC,35,Gregor FoitekFOI,Onyx Ford,35,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,31,DNF,0
NC,22,Andrea de CesarisDEC,Dallara Ford,29,DNF,0
NC,15,Mauricio GugelminGUG,Leyton House Judd,24,DNF,0
NC,5,Thierry BoutsenBOU,Williams Renault,17,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Lamborghini,17,DNF,0
NC,27,Ayrton SennaSEN,McLaren Honda,3,DNF,0
NC,21,Emanuele PirroPIR,Dallara Ford,2,DNF,0
