Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Alain ProstPRO,Ferrari,73,1:48:01.461,9
2,2,Nigel MansellMAN,Ferrari,73,+22.064s,6
3,19,Alessandro NanniniNAN,Benetton Ford,73,+34.874s,4
4,5,Thierry BoutsenBOU,Williams Renault,73,+43.296s,3
5,6,Riccardo PatresePAT,Williams Renault,73,+57.530s,2
6,30,Aguri SuzukiSUZ,Lola Lamborghini,73,+63.728s,1
7,25,Nicola LariniLAR,Ligier Ford,72,+1 lap,0
8,15,Mauricio GugelminGUG,Leyton House Judd,72,+1 lap,0
9,18,Yannick DalmasDAL,AGS Ford,72,+1 lap,0
10,9,Michele AlboretoALB,Arrows Ford,71,+2 laps,0
NC,11,Derek WarwickWAR,Lotus Lamborghini,63,DNF,0
NC,16,Ivan CapelliCAP,Leyton House Judd,59,DNF,0
NC,28,Gerhard BergerBER,McLaren Honda,56,DNF,0
NC,27,Ayrton SennaSEN,McLaren Honda,53,DNF,0
NC,20,Nelson PiquetPIQ,Benetton Ford,47,DNF,0
NC,22,Andrea de CesarisDEC,Dallara Ford,47,DNF,0
NC,14,Olivier GrouillardGRO,Osella Ford,45,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,41,DNF,0
NC,26,Philippe AlliotALL,Ligier Ford,22,DNF,0
NC,29,Eric BernardBER,Lola Lamborghini,20,DNF,0
NC,3,Satoru NakajimaNAK,Tyrrell Ford,13,DNF,0
NC,17,Gabriele TarquiniTAR,AGS Ford,5,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,5,DNF,0
