Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Thierry BoutsenBOU,Williams Renault,77,1:49:30.597,9
2,27,Ayrton SennaSEN,McLaren Honda,77,+0.288s,6
3,20,Nelson PiquetPIQ,Benetton Ford,77,+27.893s,4
4,6,Riccardo PatresePAT,Williams Renault,77,+31.833s,3
5,11,Derek WarwickWAR,Lotus Lamborghini,77,+74.244s,2
6,29,Eric BernardBER,Lola Lamborghini,77,+84.308s,1
7,12,Martin DonnellyDON,Lotus Lamborghini,76,+1 lap,0
8,15,Mauricio GugelminGUG,Leyton House Judd,76,+1 lap,0
9,10,Alex CaffiCAF,Arrows Ford,76,+1 lap,0
10,21,Emanuele PirroPIR,Dallara Ford,76,+1 lap,0
11,25,Nicola LariniLAR,Ligier Ford,76,+1 lap,0
12,9,Michele AlboretoALB,Arrows Ford,75,+2 laps,0
13,17,Gabriele TarquiniTAR,AGS Ford,74,+3 laps,0
14,26,Philippe AlliotALL,Ligier Ford,74,+3 laps,0
15,24,Paolo BarillaBAR,Minardi Ford,74,+3 laps,0
16,28,Gerhard BergerBER,McLaren Honda,72,DNF,0
17,2,Nigel MansellMAN,Ferrari,71,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,64,DNF,0
NC,16,Ivan CapelliCAP,Leyton House Judd,56,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Lamborghini,37,DNF,0
NC,1,Alain ProstPRO,Ferrari,36,DNF,0
NC,4,Jean AlesiALE,Tyrrell Ford,36,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,35,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,35,DNF,0
NC,22,Andrea de CesarisDEC,Dallara Ford,22,DNF,0
NC,3,Satoru NakajimaNAK,Tyrrell Ford,9,DNF,0
