Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,16,Charles LeclercLEC,Ferrari,1,15:04:20,31.917,31.917
1,2,Logan SargeantSAR,Williams Mercedes,1,15:04:23,31.722,31.722
1,20,Kevin MagnussenMAG,Haas Ferrari,10,15:15:02,21.518,21.518
1,3,Daniel RicciardoRIC,RB Honda RBPT,10,15:15:04,21.502,21.502
1,27,Nico HulkenbergHUL,Haas Ferrari,11,15:16:12,22.355,22.355
1,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,11,15:16:18,21.483,21.483
1,23,Alexander AlbonALB,Williams Mercedes,12,15:17:30,21.878,21.878
2,16,Charles LeclercLEC,Ferrari,16,15:22:38,21.685,53.602
1,31,Esteban OconOCO,Alpine Renault,19,15:25:51,22.291,22.291
1,77,Valtteri BottasBOT,Kick Sauber Ferrari,19,15:26:01,21.918,21.918
1,10,Pierre GaslyGAS,Alpine Renault,20,15:27:05,21.431,21.431
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,20,15:27:11,21.399,21.399
2,2,Logan SargeantSAR,Williams Mercedes,20,15:27:51,22.502,54.224
1,44,Lewis HamiltonHAM,Mercedes,21,15:28:03,21.563,21.563
1,11,Sergio PerezPER,Red Bull Racing Honda RBPT,21,15:28:10,21.291,21.291
1,22,Yuki TsunodaTSU,RB Honda RBPT,21,15:28:21,21.250,21.250
1,63,George RussellRUS,Mercedes,22,15:29:09,21.673,21.673
1,55,Carlos SainzSAI,Ferrari,22,15:29:12,21.226,21.226
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,23,15:30:10,21.899,21.899
1,4,Lando NorrisNOR,McLaren Mercedes,23,15:30:16,21.617,21.617
1,81,Oscar PiastriPIA,McLaren Mercedes,25,15:32:49,20.978,20.978
1,24,Zhou GuanyuZHO,Kick Sauber Ferrari,28,15:37:09,23.198,23.198
3,16,Charles LeclercLEC,Ferrari,33,15:43:03,22.243,1:15.845
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,35,15:45:19,33.947,55.430
2,3,Daniel RicciardoRIC,RB Honda RBPT,37,15:47:39,21.093,42.595
2,20,Kevin MagnussenMAG,Haas Ferrari,38,15:48:49,21.832,43.350
2,27,Nico HulkenbergHUL,Haas Ferrari,39,15:49:55,21.814,44.169
2,23,Alexander AlbonALB,Williams Mercedes,39,15:50:11,21.692,43.570
2,10,Pierre GaslyGAS,Alpine Renault,42,15:53:40,22.043,43.474
2,77,Valtteri BottasBOT,Kick Sauber Ferrari,42,15:53:49,21.991,43.909
2,31,Esteban OconOCO,Alpine Renault,43,15:54:52,21.231,43.522
2,18,Lance StrollSTR,Aston Martin Aramco Mercedes,43,15:54:58,21.302,42.701
2,22,Yuki TsunodaTSU,RB Honda RBPT,44,15:56:07,23.444,44.694
2,63,George RussellRUS,Mercedes,46,15:57:41,21.229,42.902
2,55,Carlos SainzSAI,Ferrari,47,15:58:55,21.283,42.509
3,2,Logan SargeantSAR,Williams Mercedes,49,16:03:04,22.093,1:16.317
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,51,16:03:13,25.841,47.740
2,4,Lando NorrisNOR,McLaren Mercedes,51,16:03:21,21.411,43.028
2,81,Oscar PiastriPIA,McLaren Mercedes,51,16:03:40,20.775,41.753
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,51,16:04:03,27.500,48.791
4,16,Charles LeclercLEC,Ferrari,51,16:04:33,20.903,1:36.748
2,24,Zhou GuanyuZHO,Kick Sauber Ferrari,51,16:05:02,21.594,44.792
2,44,Lewis HamiltonHAM,Mercedes,53,16:06:06,27.281,48.844
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,64,16:19:06,22.729,1:10.469
3,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,68,16:25:31,22.487,1:17.917
