Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,7,15:13:08,31.368,31.368
1,23,Alexander AlbonALB,Williams Mercedes,8,15:14:25,30.050,30.050
1,10,Pierre GaslyGAS,Alpine Renault,8,15:14:26,30.081,30.081
1,77,Valtteri BottasBOT,Kick Sauber Ferrari,8,15:14:28,30.240,30.240
2,23,Alexander AlbonALB,Williams Mercedes,9,15:17:08,33.179,1:03.229
1,3,Daniel RicciardoRIC,RB Honda RBPT,11,15:18:29,30.068,30.068
1,22,Yuki TsunodaTSU,RB Honda RBPT,12,15:19:49,29.628,29.628
1,27,Nico HulkenbergHUL,Haas Ferrari,13,15:21:11,29.749,29.749
1,63,George RussellRUS,Mercedes,21,15:31:57,29.664,29.664
1,4,Lando NorrisNOR,McLaren Mercedes,22,15:33:08,29.956,29.956
1,81,Oscar PiastriPIA,McLaren Mercedes,23,15:34:37,29.770,29.770
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,24,15:35:46,30.416,30.416
3,23,Alexander AlbonALB,Williams Mercedes,23,15:36:52,38.413,1:41.642
1,16,Charles LeclercLEC,Ferrari,25,15:37:15,30.149,30.149
1,31,Esteban OconOCO,Alpine Renault,25,15:37:56,30.659,30.659
1,55,Carlos SainzSAI,Ferrari,27,15:40:03,30.508,30.508
1,44,Lewis HamiltonHAM,Mercedes,27,15:40:14,29.547,29.547
4,23,Alexander AlbonALB,Williams Mercedes,28,15:44:25,31.131,2:12.773
2,10,Pierre GaslyGAS,Alpine Renault,30,15:45:06,30.654,1:00.735
1,2,Logan SargeantSAR,Williams Mercedes,31,15:46:28,31.085,31.085
1,24,Zhou GuanyuZHO,Kick Sauber Ferrari,33,15:49:09,30.244,30.244
1,11,Sergio PerezPER,Red Bull Racing Honda RBPT,37,15:54:16,29.669,29.669
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,37,15:54:22,29.971,29.971
1,20,Kevin MagnussenMAG,Haas Ferrari,37,15:54:36,31.302,31.302
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,40,15:59:03,30.483,1:01.851
2,63,George RussellRUS,Mercedes,52,16:14:22,29.605,59.269
3,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,59,16:25:23,29.931,1:31.782
