Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Sergio PerezPER,Red Bull Racing Honda RBPT,20,14:35:55,27.730,27.730
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,26,14:43:43,43.730,43.730
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,26,14:44:17,22.592,22.592
1,44,Lewis HamiltonHAM,Mercedes,28,14:46:42,22.538,22.538
1,10,Pierre GaslyGAS,Alpine Renault,28,14:46:56,23.204,23.204
1,27,Nico HulkenbergHUL,Haas Ferrari,29,14:48:15,23.077,23.077
1,4,Lando NorrisNOR,McLaren Mercedes,30,14:49:15,22.111,22.111
1,20,Kevin MagnussenMAG,Haas Ferrari,30,14:49:36,23.332,23.332
1,16,Charles LeclercLEC,Ferrari,31,14:50:30,22.860,22.860
1,63,George RussellRUS,Mercedes,31,14:50:44,22.462,22.462
1,55,Carlos SainzSAI,Ferrari,32,14:51:43,22.249,22.249
1,81,Oscar PiastriPIA,McLaren Mercedes,39,15:02:09,21.825,21.825
1,30,Liam LawsonLAW,RB Honda RBPT,39,15:02:15,22.586,22.586
1,24,Zhou GuanyuZHO,Kick Sauber Ferrari,43,15:08:09,22.935,22.935
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,43,15:08:13,22.174,49.904
1,43,Franco ColapintoCOL,Williams Mercedes,47,15:13:22,23.895,23.895
1,31,Esteban OconOCO,Alpine Renault,48,15:14:59,23.245,23.245
1,77,Valtteri BottasBOT,Kick Sauber Ferrari,49,15:16:16,22.505,22.505
2,30,Liam LawsonLAW,RB Honda RBPT,65,15:38:15,30.299,52.885
2,16,Charles LeclercLEC,Ferrari,69,15:42:04,22.690,45.550
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,68,15:42:41,21.920,1:11.824
