Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:31.457,,28
2,1,Michael SchumacherMSC,Ferrari,1:31.881,+0.424s,22
3,9,Giancarlo FisichellaFIS,Jordan Honda,1:33.434,+1.977s,31
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:33.842,+2.385s,21
5,10,Takuma SatoSAT,Jordan Honda,1:33.901,+2.444s,37
6,11,Jacques VilleneuveVIL,BAR Honda,1:34.373,+2.916s,36
7,4,Kimi RäikkönenRAI,McLaren Mercedes,1:34.473,+3.016s,39
8,8,Felipe MassaMAS,Sauber Petronas,1:34.676,+3.219s,28
9,15,Jenson ButtonBUT,Renault,1:34.744,+3.287s,30
10,7,Nick HeidfeldHEI,Sauber Petronas,1:34.752,+3.295s,28
11,5,Ralf SchumacherRSC,Williams BMW,1:34.766,+3.309s,28
12,3,David CoulthardCOU,McLaren Mercedes,1:35.170,+3.713s,29
13,17,Pedro de la RosaDLR,Jaguar Cosworth,1:35.324,+3.867s,39
14,12,Olivier PanisPAN,BAR Honda,1:35.534,+4.077s,24
15,16,Eddie IrvineIRV,Jaguar Cosworth,1:35.682,+4.225s,26
16,14,Jarno TrulliTRU,Renault,1:36.244,+4.787s,33
17,23,Mark WebberWEB,Minardi Asiatech,1:37.835,+6.378s,29
18,22,Alex YoongYOO,Minardi Asiatech,1:37.997,+6.540s,38
19,25,Allan McNishMCN,Toyota,1:38.477,+7.020s,30
