Pos,No,Driver,Car,Time,Gap,Laps
1,3,David CoulthardCOU,McLaren Mercedes,1:14.025,,37
2,4,Kimi RäikkönenRAI,McLaren Mercedes,1:14.097,+0.072s,39
3,1,Michael SchumacherMSC,Ferrari,1:14.240,+0.215s,50
4,2,Rubens BarrichelloBAR,Ferrari,1:14.750,+0.725s,40
5,5,Ralf SchumacherRSC,Williams BMW,1:14.970,+0.945s,37
6,16,Eddie IrvineIRV,Jaguar Cosworth,1:14.983,+0.958s,39
7,24,Mika SaloSAL,Toyota,1:15.161,+1.136s,28
8,17,Pedro de la RosaDLR,Jaguar Cosworth,1:15.179,+1.154s,46
9,15,Jenson ButtonBUT,Renault,1:15.218,+1.193s,42
10,6,Juan Pablo MontoyaMOY,Williams BMW,1:15.271,+1.246s,36
11,25,Allan McNishMCN,Toyota,1:15.411,+1.386s,44
12,9,Giancarlo FisichellaFIS,Jordan Honda,1:15.422,+1.397s,38
13,8,Felipe MassaMAS,Sauber Petronas,1:16.030,+2.005s,50
14,12,Olivier PanisPAN,BAR Honda,1:16.163,+2.138s,43
15,10,Takuma SatoSAT,Jordan Honda,1:16.167,+2.142s,47
16,7,Nick HeidfeldHEI,Sauber Petronas,1:16.209,+2.184s,45
17,11,Jacques VilleneuveVIL,BAR Honda,1:16.457,+2.432s,35
18,23,Mark WebberWEB,Minardi Asiatech,1:16.496,+2.471s,38
19,14,Jarno TrulliTRU,Renault,1:16.763,+2.738s,18
20,22,Alex YoongYOO,Minardi Asiatech,1:19.015,+4.990s,43
