Pos,No,Driver,Car,Time,Gap,Laps
1,3,David CoulthardCOU,McLaren Mercedes,1:31.886,,35
2,1,Michael SchumacherMSC,Ferrari,1:32.041,+0.155s,38
3,4,Kimi RäikkönenRAI,McLaren Mercedes,1:32.298,+0.412s,31
4,2,Rubens BarrichelloBAR,Ferrari,1:32.969,+1.083s,39
5,6,Juan Pablo MontoyaMOY,Williams BMW,1:33.122,+1.236s,35
6,5,Ralf SchumacherRSC,Williams BMW,1:33.179,+1.293s,39
7,14,Jarno TrulliTRU,Renault,1:33.526,+1.640s,41
8,15,Jenson ButtonBUT,Renault,1:33.708,+1.822s,46
9,24,Mika SaloSAL,Toyota,1:33.715,+1.829s,35
10,12,Olivier PanisPAN,BAR Honda,1:33.921,+2.035s,54
11,7,Nick HeidfeldHEI,Sauber Petronas,1:33.963,+2.077s,45
12,10,Takuma SatoSAT,Jordan Honda,1:34.136,+2.250s,32
13,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:34.315,+2.429s,35
14,17,Pedro de la RosaDLR,Jaguar Cosworth,1:34.322,+2.436s,46
15,11,Jacques VilleneuveVIL,BAR Honda,1:34.522,+2.636s,39
16,8,Felipe MassaMAS,Sauber Petronas,1:34.680,+2.794s,50
17,9,Giancarlo FisichellaFIS,Jordan Honda,1:34.755,+2.869s,34
18,25,Allan McNishMCN,Toyota,1:34.941,+3.055s,38
19,21,Enrique BernoldiBER,Arrows Cosworth,1:35.260,+3.374s,26
20,23,Mark WebberWEB,Minardi Asiatech,1:35.372,+3.486s,30
21,16,Eddie IrvineIRV,Jaguar Cosworth,1:35.579,+3.693s,41
22,22,Alex YoongYOO,Minardi Asiatech,1:37.503,+5.617s,36
