Pos,No,Driver,Car,Time,Gap,Laps
1,4,Kimi RäikkönenRAI,McLaren Mercedes,1:47.196,,20
2,3,David CoulthardCOU,McLaren Mercedes,1:47.356,+0.160s,29
3,1,Michael SchumacherMSC,Ferrari,1:47.403,+0.207s,27
4,2,Rubens BarrichelloBAR,Ferrari,1:48.321,+1.125s,24
5,5,Ralf SchumacherRSC,Williams BMW,1:48.435,+1.239s,31
6,15,Jenson ButtonBUT,Renault,1:48.778,+1.582s,27
7,17,Pedro de la RosaDLR,Jaguar Cosworth,1:48.902,+1.706s,18
8,6,Juan Pablo MontoyaMOY,Williams BMW,1:48.969,+1.773s,19
9,16,Eddie IrvineIRV,Jaguar Cosworth,1:49.222,+2.026s,16
10,24,Mika SaloSAL,Toyota,1:49.260,+2.064s,26
11,25,Allan McNishMCN,Toyota,1:49.560,+2.364s,28
12,14,Jarno TrulliTRU,Renault,1:49.603,+2.407s,29
13,11,Jacques VilleneuveVIL,BAR Honda,1:49.897,+2.701s,23
14,9,Giancarlo FisichellaFIS,Jordan Honda,1:50.144,+2.948s,23
15,10,Takuma SatoSAT,Jordan Honda,1:50.357,+3.161s,24
16,12,Olivier PanisPAN,BAR Honda,1:50.392,+3.196s,20
17,8,Felipe MassaMAS,Sauber Petronas,1:51.068,+3.872s,26
18,22,Anthony DavidsonDAV,Minardi Asiatech,1:51.270,+4.074s,32
19,7,Nick HeidfeldHEI,Sauber Petronas,1:51.355,+4.159s,25
20,23,Mark WebberWEB,Minardi Asiatech,1:52.343,+5.147s,13
