Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:27.276,,30
2,2,Rubens BarrichelloBAR,Ferrari,1:27.799,+0.523s,35
3,5,Ralf SchumacherRSC,Williams BMW,1:28.821,+1.545s,33
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:28.870,+1.594s,36
5,7,Nick HeidfeldHEI,Sauber Petronas,1:29.572,+2.296s,30
6,24,Mika SaloSAL,Toyota,1:29.601,+2.325s,34
7,4,Kimi RäikkönenRAI,McLaren Mercedes,1:29.875,+2.599s,27
8,8,Felipe MassaMAS,Sauber Petronas,1:29.937,+2.661s,35
9,9,Giancarlo FisichellaFIS,Jordan Honda,1:30.187,+2.911s,36
10,14,Jarno TrulliTRU,Renault,1:30.298,+3.022s,35
11,3,David CoulthardCOU,McLaren Mercedes,1:30.312,+3.036s,25
12,11,Jacques VilleneuveVIL,BAR Honda,1:30.352,+3.076s,38
13,10,Takuma SatoSAT,Jordan Honda,1:30.540,+3.264s,40
14,17,Pedro de la RosaDLR,Jaguar Cosworth,1:30.566,+3.290s,26
15,15,Jenson ButtonBUT,Renault,1:30.588,+3.312s,34
16,25,Allan McNishMCN,Toyota,1:30.602,+3.326s,34
17,16,Eddie IrvineIRV,Jaguar Cosworth,1:30.973,+3.697s,34
18,12,Olivier PanisPAN,BAR Honda,1:31.127,+3.851s,31
19,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:32.465,+5.189s,26
20,23,Mark WebberWEB,Minardi Asiatech,1:32.696,+5.420s,25
21,21,Enrique BernoldiBER,Arrows Cosworth,1:32.912,+5.636s,20
22,22,Alex YoongYOO,Minardi Asiatech,1:44.011,+16.735s,16
