Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:22.433,,43
2,2,Rubens BarrichelloBAR,Ferrari,1:22.658,+0.225s,29
3,4,Kimi RäikkönenRAI,McLaren Mercedes,1:23.016,+0.583s,35
4,16,Eddie IrvineIRV,Jaguar Cosworth,1:23.460,+1.027s,37
5,6,Juan Pablo MontoyaMOY,Williams BMW,1:23.584,+1.151s,41
6,24,Mika SaloSAL,Toyota,1:23.925,+1.492s,38
7,5,Ralf SchumacherRSC,Williams BMW,1:24.115,+1.682s,35
8,17,Pedro de la RosaDLR,Jaguar Cosworth,1:24.183,+1.750s,38
9,14,Jarno TrulliTRU,Renault,1:24.358,+1.925s,44
10,15,Jenson ButtonBUT,Renault,1:24.396,+1.963s,42
11,9,Giancarlo FisichellaFIS,Jordan Honda,1:24.629,+2.196s,40
12,11,Jacques VilleneuveVIL,BAR Honda,1:24.833,+2.400s,35
13,8,Felipe MassaMAS,Sauber Petronas,1:24.929,+2.496s,39
14,10,Takuma SatoSAT,Jordan Honda,1:24.990,+2.557s,35
15,12,Olivier PanisPAN,BAR Honda,1:25.027,+2.594s,41
16,3,David CoulthardCOU,McLaren Mercedes,1:25.044,+2.611s,19
17,7,Nick HeidfeldHEI,Sauber Petronas,1:25.541,+3.108s,32
18,25,Allan McNishMCN,Toyota,1:25.546,+3.113s,23
19,23,Mark WebberWEB,Minardi Asiatech,1:26.162,+3.729s,40
20,22,Alex YoongYOO,Minardi Asiatech,1:26.365,+3.932s,31
