Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,51,1:13:41.143,25
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,51,+6.064s,18
3,55,Carlos SainzSAI,Ferrari,51,+11.193s,15
4,16,Charles LeclercLEC,Ferrari,51,+11.377s,12
5,63,George RussellRUS,Mercedes,51,+23.028s,10
6,44,Lewis HamiltonHAM,Mercedes,51,+42.679s,8
7,23,Alexander AlbonALB,Williams Mercedes,51,+45.106s,6
8,4,Lando NorrisNOR,McLaren Mercedes,51,+45.449s,4
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,51,+46.294s,2
10,77,Valtteri BottasBOT,Alfa Romeo Ferrari,51,+64.056s,1
11,40,Liam LawsonLAW,AlphaTauri Honda RBPT,51,+70.638s,0
12,81,Oscar PiastriPIA,McLaren Mercedes,51,+73.074s,0
13,2,Logan SargeantSAR,Williams Mercedes,51,+78.557s,0
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,51,+80.164s,0
15,10,Pierre GaslyGAS,Alpine Renault,51,+82.510s,0
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,51,+87.266s,0
17,27,Nico HulkenbergHUL,Haas Ferrari,50,+1 lap,0
18,20,Kevin MagnussenMAG,Haas Ferrari,50,+1 lap,0
NC,31,Esteban OconOCO,Alpine Renault,39,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,0,DNS,0
