Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,78,1:48:51.980,25
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,78,+27.921s,18
3,31,Esteban OconOCO,Alpine Renault,78,+36.990s,15
4,44,Lewis HamiltonHAM,Mercedes,78,+39.062s,13
5,63,George RussellRUS,Mercedes,78,+56.284s,10
6,16,Charles LeclercLEC,Ferrari,78,+61.890s,8
7,10,Pierre GaslyGAS,Alpine Renault,78,+62.362s,6
8,55,Carlos SainzSAI,Ferrari,78,+63.391s,4
9,4,Lando NorrisNOR,McLaren Mercedes,77,+1 lap,2
10,81,Oscar PiastriPIA,McLaren Mercedes,77,+1 lap,1
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,77,+1 lap,0
12,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,77,+1 lap,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,77,+1 lap,0
14,23,Alexander AlbonALB,Williams Mercedes,77,+1 lap,0
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,76,+2 laps,0
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,76,+2 laps,0
17,27,Nico HulkenbergHUL,Haas Ferrari,76,+2 laps,0
18,2,Logan SargeantSAR,Williams Mercedes,76,+2 laps,0
19,20,Kevin MagnussenMAG,Haas Ferrari,70,DNF,0
NC,18,Lance StrollSTR,Aston Martin Aramco Mercedes,53,DNF,0
