Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,58,2:32:38.371,25
2,44,Lewis HamiltonHAM,Mercedes,58,+0.179s,18
3,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,58,+0.769s,15
4,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,+3.082s,12
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,58,+3.320s,11
6,4,Lando NorrisNOR,McLaren Mercedes,58,+3.701s,8
7,27,Nico HulkenbergHUL,Haas Ferrari,58,+4.939s,6
8,81,Oscar PiastriPIA,McLaren Mercedes,58,+5.382s,4
9,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,58,+5.713s,2
10,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,58,+6.052s,1
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,58,+6.513s,0
12,55,Carlos SainzSAI,Ferrari,58,+6.594s,0
13,10,Pierre GaslyGAS,Alpine Renault,56,DNF,0
14,31,Esteban OconOCO,Alpine Renault,56,DNF,0
15,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,56,DNF,0
16,2,Logan SargeantSAR,Williams Mercedes,56,DNF,0
17,20,Kevin MagnussenMAG,Haas Ferrari,52,DNF,0
NC,63,George RussellRUS,Mercedes,17,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,6,DNF,0
NC,16,Charles LeclercLEC,Ferrari,0,DNF,0
