Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,53,1:30:58.421,26
2,4,Lando NorrisNOR,McLaren Mercedes,53,+19.387s,18
3,81,Oscar PiastriPIA,McLaren Mercedes,53,+36.494s,15
4,16,Charles LeclercLEC,Ferrari,53,+43.998s,12
5,44,Lewis HamiltonHAM,Mercedes,53,+49.376s,10
6,55,Carlos SainzSAI,Ferrari,53,+50.221s,8
7,63,George RussellRUS,Mercedes,53,+57.659s,6
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,53,+74.725s,4
9,31,Esteban OconOCO,Alpine Renault,53,+79.678s,2
10,10,Pierre GaslyGAS,Alpine Renault,53,+83.155s,1
11,40,Liam LawsonLAW,AlphaTauri Honda RBPT,52,+1 lap,0
12,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,52,+1 lap,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,52,+1 lap,0
14,27,Nico HulkenbergHUL,Haas Ferrari,52,+1 lap,0
15,20,Kevin MagnussenMAG,Haas Ferrari,52,+1 lap,0
NC,23,Alexander AlbonALB,Williams Mercedes,26,DNF,0
NC,2,Logan SargeantSAR,Williams Mercedes,22,DNF,0
NC,18,Lance StrollSTR,Aston Martin Aramco Mercedes,20,DNF,0
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,15,DNF,0
NC,77,Valtteri BottasBOT,Alfa Romeo Ferrari,7,DNF,0
