Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,71,2:02:30.814,25
2,44,Lewis HamiltonHAM,Mercedes,71,+13.875s,19
3,16,Charles LeclercLEC,Ferrari,71,+23.124s,15
4,55,Carlos SainzSAI,Ferrari,71,+27.154s,12
5,4,Lando NorrisNOR,McLaren Mercedes,71,+33.266s,10
6,63,George RussellRUS,Mercedes,71,+41.020s,8
7,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,71,+41.570s,6
8,81,Oscar PiastriPIA,McLaren Mercedes,71,+43.104s,4
9,23,Alexander AlbonALB,Williams Mercedes,71,+48.573s,2
10,31,Esteban OconOCO,Alpine Renault,71,+62.879s,1
11,10,Pierre GaslyGAS,Alpine Renault,71,+66.208s,0
12,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,71,+78.982s,0
13,27,Nico HulkenbergHUL,Haas Ferrari,71,+80.309s,0
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,71,+81.676s,0
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,71,+85.597s,0
16,2,Logan SargeantSAR,Williams Mercedes,70,DNF,0
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,66,DNF,0
NC,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,47,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,31,DNF,0
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1,DNF,0
