Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,44,1:22:30.450,25
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,44,+22.305s,18
3,16,Charles LeclercLEC,Ferrari,44,+32.259s,15
4,44,Lewis HamiltonHAM,Mercedes,44,+49.671s,13
5,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,44,+56.184s,10
6,63,George RussellRUS,Mercedes,44,+63.101s,8
7,4,Lando NorrisNOR,McLaren Mercedes,44,+73.719s,6
8,31,Esteban OconOCO,Alpine Renault,44,+74.719s,4
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,44,+79.340s,2
10,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,44,+80.221s,1
11,10,Pierre GaslyGAS,Alpine Renault,44,+83.084s,0
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,44,+85.191s,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,44,+95.441s,0
14,23,Alexander AlbonALB,Williams Mercedes,44,+96.184s,0
15,20,Kevin MagnussenMAG,Haas Ferrari,44,+101.754s,0
16,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,44,+103.071s,0
17,2,Logan SargeantSAR,Williams Mercedes,44,+104.476s,0
18,27,Nico HulkenbergHUL,Haas Ferrari,44,+110.450s,0
NC,55,Carlos SainzSAI,Ferrari,23,DNF,0
NC,81,Oscar PiastriPIA,McLaren Mercedes,0,DNF,0
