Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,71,1:25:33.607,26
2,16,Charles LeclercLEC,Ferrari,71,+5.155s,18
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,71,+17.188s,15
4,4,Lando NorrisNOR,McLaren Mercedes,71,+26.327s,12
5,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,71,+30.317s,10
6,55,Carlos SainzSAI,Ferrari,71,+31.377s,8
7,63,George RussellRUS,Mercedes,71,+48.403s,6
8,44,Lewis HamiltonHAM,Mercedes,71,+49.196s,4
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,71,+59.043s,2
10,10,Pierre GaslyGAS,Alpine Renault,71,+67.667s,1
11,23,Alexander AlbonALB,Williams Mercedes,71,+79.767s,0
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,70,+1 lap,0
13,2,Logan SargeantSAR,Williams Mercedes,70,+1 lap,0
14,31,Esteban OconOCO,Alpine Renault,70,+1 lap,0
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,70,+1 lap,0
16,81,Oscar PiastriPIA,McLaren Mercedes,70,+1 lap,0
17,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,70,+1 lap,0
18,20,Kevin MagnussenMAG,Haas Ferrari,70,+1 lap,0
19,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,70,+1 lap,0
NC,27,Nico HulkenbergHUL,Haas Ferrari,12,DNF,0
