Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,58,1:27:02.624,26
2,16,Charles LeclercLEC,Ferrari,58,+17.993s,18
3,63,George RussellRUS,Mercedes,58,+20.328s,15
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,58,+21.453s,12
5,4,Lando NorrisNOR,McLaren Mercedes,58,+24.284s,10
6,81,Oscar PiastriPIA,McLaren Mercedes,58,+31.487s,8
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,58,+39.512s,6
8,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,58,+43.088s,4
9,44,Lewis HamiltonHAM,Mercedes,58,+44.424s,2
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,58,+55.632s,1
11,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,58,+56.229s,0
12,31,Esteban OconOCO,Alpine Renault,58,+66.373s,0
13,10,Pierre GaslyGAS,Alpine Renault,58,+70.360s,0
14,23,Alexander AlbonALB,Williams Mercedes,58,+73.184s,0
15,27,Nico HulkenbergHUL,Haas Ferrari,58,+83.696s,0
16,2,Logan SargeantSAR,Williams Mercedes,58,+87.791s,0
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,58,+89.422s,0
18,55,Carlos SainzSAI,Ferrari,57,DNF,0
19,77,Valtteri BottasBOT,Alfa Romeo Ferrari,57,+1 lap,0
20,20,Kevin MagnussenMAG,Haas Ferrari,57,+1 lap,0
