Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,56,1:35:21.362,25
DQ,44,Lewis HamiltonHAM,Mercedes,56,+2.225s,0
2,4,Lando NorrisNOR,McLaren Mercedes,56,+10.730s,0
3,55,Carlos SainzSAI,Ferrari,56,+15.134s,0
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,56,+18.460s,0
DQ,16,Charles LeclercLEC,Ferrari,56,+24.662s,0
5,63,George RussellRUS,Mercedes,56,+24.999s,0
6,10,Pierre GaslyGAS,Alpine Renault,56,+47.996s,0
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,56,+48.696s,0
8,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,56,+74.385s,0
9,23,Alexander AlbonALB,Williams Mercedes,56,+86.714s,0
10,2,Logan SargeantSAR,Williams Mercedes,56,+87.998s,0
11,27,Nico HulkenbergHUL,Haas Ferrari,56,+89.904s,0
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,56,+98.601s,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,55,+1 lap,0
14,20,Kevin MagnussenMAG,Haas Ferrari,55,+1 lap,0
15,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,55,+1 lap,0
NC,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,49,DNF,0
NC,81,Oscar PiastriPIA,McLaren Mercedes,10,DNF,0
NC,31,Esteban OconOCO,Alpine Renault,6,DNF,0
