Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Mika HakkinenHAK,McLaren Mercedes,45,1:20:47.984,10
2,7,David CoulthardCOU,McLaren Mercedes,45,+0.427s,6
3,1,Jacques VilleneuveVIL,Williams Mecachrome,45,+2.578s,4
4,9,Damon HillHIL,Jordan Mugen Honda,45,+7.185s,3
5,3,Michael SchumacherMSC,Ferrari,45,+12.613s,2
6,10,Ralf SchumacherRSC,Jordan Mugen Honda,45,+29.739s,1
7,5,Giancarlo FisichellaFIS,Benetton Playlife,45,+31.027s,0
8,4,Eddie IrvineIRV,Ferrari,45,+31.650s,0
9,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,45,+32.785s,0
10,14,Jean AlesiALE,Sauber Petronas,45,+48.372s,0
11,6,Alexander WurzWUR,Benetton Playlife,45,+57.995s,0
12,12,Jarno TrulliTRU,Prost Peugeot,44,+1 lap,0
13,21,Toranosuke TakagiTAK,Tyrrell Ford,44,+1 lap,0
14,17,Mika SaloSAL,Arrows,44,+1 lap,0
15,11,Olivier PanisPAN,Prost Peugeot,44,+1 lap,0
16,23,Esteban TueroTUE,Minardi Ford,43,+2 laps,0
NC,15,Johnny HerbertHER,Sauber Petronas,37,DNF,0
NC,22,Shinji NakanoNAK,Minardi Ford,36,DNF,0
NC,18,Rubens BarrichelloBAR,Stewart Ford,27,DNF,0
NC,19,Jos VerstappenVER,Stewart Ford,24,DNF,0
NC,16,Pedro DinizDIN,Arrows,2,DNF,0
