Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,60,1:47:02.450,10
2,8,Mika HakkinenHAK,McLaren Mercedes,60,+22.465s,6
3,4,Eddie IrvineIRV,Ferrari,60,+29.199s,4
4,6,Alexander WurzWUR,Benetton Playlife,59,+1 lap,3
5,5,Giancarlo FisichellaFIS,Benetton Playlife,59,+1 lap,2
6,10,Ralf SchumacherRSC,Jordan Mugen Honda,59,+1 lap,1
7,1,Jacques VilleneuveVIL,Williams Mecachrome,59,+1 lap,0
8,22,Shinji NakanoNAK,Minardi Ford,58,+2 laps,0
9,21,Toranosuke TakagiTAK,Tyrrell Ford,56,+4 laps,0
NC,14,Jean AlesiALE,Sauber Petronas,53,DNF,0
NC,16,Pedro DinizDIN,Arrows,45,DNF,0
NC,11,Olivier PanisPAN,Prost Peugeot,40,DNF,0
NC,18,Rubens BarrichelloBAR,Stewart Ford,39,DNF,0
NC,19,Jos VerstappenVER,Stewart Ford,38,DNF,0
NC,7,David CoulthardCOU,McLaren Mercedes,37,DNF,0
NC,12,Jarno TrulliTRU,Prost Peugeot,37,DNF,0
NC,20,Ricardo RossetROS,Tyrrell Ford,29,DNF,0
NC,23,Esteban TueroTUE,Minardi Ford,29,DNF,0
NC,15,Johnny HerbertHER,Sauber Petronas,27,DNF,0
NC,17,Mika SaloSAL,Arrows,27,DNF,0
NC,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,15,DNF,0
NC,9,Damon HillHIL,Jordan Mugen Honda,13,DNF,0
