Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Mika HakkinenHAK,McLaren Mercedes,51,1:27:22.535,10
2,4,Eddie IrvineIRV,Ferrari,51,+6.491s,6
3,7,David CoulthardCOU,McLaren Mercedes,51,+27.662s,4
4,9,Damon HillHIL,Jordan Mugen Honda,51,+73.491s,3
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,51,+73.857s,2
6,1,Jacques VilleneuveVIL,Williams Mecachrome,51,+75.867s,1
7,14,Jean AlesiALE,Sauber Petronas,51,+96.053s,0
8,5,Giancarlo FisichellaFIS,Benetton Playlife,51,+101.301s,0
9,6,Alexander WurzWUR,Benetton Playlife,50,+1 lap,0
10,15,Johnny HerbertHER,Sauber Petronas,50,+1 lap,0
11,11,Olivier PanisPAN,Prost Peugeot,50,+1 lap,0
12,12,Jarno TrulliTRU,Prost Peugeot,48,DNF,0
NC,22,Shinji NakanoNAK,Minardi Ford,40,DNF,0
NC,3,Michael SchumacherMSC,Ferrari,31,DNF,0
NC,21,Toranosuke TakagiTAK,Tyrrell Ford,28,DNF,0
NC,23,Esteban TueroTUE,Minardi Ford,28,DNF,0
NC,18,Rubens BarrichelloBAR,Stewart Ford,25,DNF,0
NC,19,Jos VerstappenVER,Stewart Ford,21,DNF,0
NC,17,Mika SaloSAL,Arrows,14,DNF,0
NC,10,Ralf SchumacherRSC,Jordan Mugen Honda,13,DNF,0
NC,16,Pedro DinizDIN,Arrows,2,DNF,0
