Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Mika HakkinenHAK,McLaren Mercedes,71,1:30:44.086,10
2,7,David CoulthardCOU,McLaren Mercedes,71,+5.289s,6
3,3,Michael SchumacherMSC,Ferrari,71,+39.093s,4
4,4,Eddie IrvineIRV,Ferrari,71,+43.977s,3
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,71,+50.655s,2
6,1,Jacques VilleneuveVIL,Williams Mecachrome,71,+53.202s,1
7,9,Damon HillHIL,Jordan Mugen Honda,71,+73.624s,0
8,15,Johnny HerbertHER,Sauber Petronas,70,+1 lap,0
9,6,Alexander WurzWUR,Benetton Playlife,70,+1 lap,0
10,12,Jarno TrulliTRU,Prost Peugeot,70,+1 lap,0
11,22,Shinji NakanoNAK,Minardi Ford,70,+1 lap,0
12,20,Ricardo RossetROS,Tyrrell Ford,69,+2 laps,0
NC,19,Jos VerstappenVER,Stewart Ford,51,DNF,0
NC,23,Esteban TueroTUE,Minardi Ford,30,DNF,0
NC,5,Giancarlo FisichellaFIS,Benetton Playlife,21,DNF,0
NC,14,Jean AlesiALE,Sauber Petronas,21,DNF,0
NC,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,16,DNF,0
NC,18,Rubens BarrichelloBAR,Stewart Ford,8,DNF,0
NC,16,Pedro DinizDIN,Arrows,3,DNF,0
NC,17,Mika SaloSAL,Arrows,1,DNF,0
NC,11,Olivier PanisPAN,Prost Peugeot,0,DNF,0
NC,21,Toranosuke TakagiTAK,Tyrrell Ford,0,DNF,0
