Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,David CoulthardCOU,McLaren Mercedes,62,1:34:24.593,10
2,3,Michael SchumacherMSC,Ferrari,62,+4.554s,6
3,4,Eddie IrvineIRV,Ferrari,62,+51.776s,4
4,1,Jacques VilleneuveVIL,Williams Mecachrome,62,+54.590s,3
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,62,+77.477s,2
6,14,Jean AlesiALE,Sauber Petronas,61,+1 lap,1
7,10,Ralf SchumacherRSC,Jordan Mugen Honda,60,+2 laps,0
8,23,Esteban TueroTUE,Minardi Ford,60,+2 laps,0
9,17,Mika SaloSAL,Arrows,60,+2 laps,0
10,9,Damon HillHIL,Jordan Mugen Honda,57,DNF,0
11,11,Olivier PanisPAN,Prost Peugeot,56,DNF,0
NC,20,Ricardo RossetROS,Tyrrell Ford,48,DNF,0
NC,21,Toranosuke TakagiTAK,Tyrrell Ford,40,DNF,0
NC,12,Jarno TrulliTRU,Prost Peugeot,34,DNF,0
NC,22,Shinji NakanoNAK,Minardi Ford,27,DNF,0
NC,16,Pedro DinizDIN,Arrows,18,DNF,0
NC,8,Mika HakkinenHAK,McLaren Mercedes,17,DNF,0
NC,5,Giancarlo FisichellaFIS,Benetton Playlife,17,DNF,0
NC,6,Alexander WurzWUR,Benetton Playlife,17,DNF,0
NC,15,Johnny HerbertHER,Sauber Petronas,12,DNF,0
NC,19,Jan MagnussenMAG,Stewart Ford,8,DNF,0
NC,18,Rubens BarrichelloBAR,Stewart Ford,0,DNF,0
