Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Damon HillHIL,Jordan Mugen Honda,44,1:43:47.407,10
2,10,Ralf SchumacherRSC,Jordan Mugen Honda,44,+0.932s,6
3,14,Jean AlesiALE,Sauber Petronas,44,+7.240s,4
4,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,44,+32.242s,3
5,16,Pedro DinizDIN,Arrows,44,+51.682s,2
6,12,Jarno TrulliTRU,Prost Peugeot,42,+2 laps,1
7,7,David CoulthardCOU,McLaren Mercedes,39,+5 laps,0
8,22,Shinji NakanoNAK,Minardi Ford,39,+5 laps,0
NC,5,Giancarlo FisichellaFIS,Benetton Playlife,26,DNF,0
NC,3,Michael SchumacherMSC,Ferrari,25,DNF,0
NC,4,Eddie IrvineIRV,Ferrari,25,DNF,0
NC,23,Esteban TueroTUE,Minardi Ford,17,DNF,0
NC,1,Jacques VilleneuveVIL,Williams Mecachrome,16,DNF,0
NC,21,Toranosuke TakagiTAK,Tyrrell Ford,10,DNF,0
NC,19,Jos VerstappenVER,Stewart Ford,8,DNF,0
NC,8,Mika HakkinenHAK,McLaren Mercedes,0,DNF,0
NC,6,Alexander WurzWUR,Benetton Playlife,0,DNF,0
NC,15,Johnny HerbertHER,Sauber Petronas,0,DNF,0
