Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Honda,1:06.454
2,1,Alain ProstPRO,McLaren TAG,1:06.877
3,12,Ayrton SennaSEN,Lotus Honda,1:07.024
4,6,Nelson PiquetPIQ,Williams Honda,1:07.140
5,20,Thierry BoutsenBOU,Benetton Ford,1:08.077
6,28,Gerhard BergerBER,Ferrari,1:08.198
7,19,Teo FabiFAB,Benetton Ford,1:08.293
8,27,Michele AlboretoALB,Ferrari,1:08.390
9,2,Stefan JohanssonJOH,McLaren TAG,1:08.577
10,17,Derek WarwickWAR,Arrows Megatron,1:08.800
11,8,Andrea de CesarisDEC,Brabham BMW,1:08.949
12,7,Riccardo PatresePAT,Brabham BMW,1:08.993
13,25,Rene ArnouxARN,Ligier Megatron,1:09.430
14,18,Eddie  CheeverCHE,Arrows Megatron,1:09.828
15,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:09.868
16,11,Satoru NakajimaNAK,Lotus Honda,1:10.652
17,26,Piercarlo GhinzaniGHI,Ligier Megatron,1:10.798
18,9,Martin BrundleBRU,Zakspeed,1:11.170
19,10,Christian DannerDAN,Zakspeed,1:11.389
20,21,Alex CaffiCAF,Osella Alfa Romeo,1:12.167
21,23,Adrian CamposCAM,Minardi Motori Moderni,1:12.551
22,16,Ivan CapelliCAP,March Ford,1:12.654
23,30,Philippe AlliotALL,Lola Ford,1:13.026
24,3,Jonathan  PalmerPAL,Tyrrell Ford,1:13.443
25,4,Philippe StreiffSTR,Tyrrell Ford,1:13.525
26,14,Pascal FabreFAB,AGS Ford,1:14.699
