Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,McLaren Honda,1:41.853
2,11,Alain ProstPRO,McLaren Honda,1:42.177
3,28,Gerhard BergerBER,Ferrari,1:43.353
4,16,Ivan CapelliCAP,March Judd,1:43.605
5,1,Nelson PiquetPIQ,Lotus Honda,1:43.693
6,2,Satoru NakajimaNAK,Lotus Honda,1:43.693
7,17,Derek WarwickWAR,Arrows Megatron,1:43.816
8,5,Nigel MansellMAN,Williams Judd,1:43.893
9,27,Michele AlboretoALB,Ferrari,1:43.972
10,20,Thierry BoutsenBOU,Benetton Ford,1:44.499
11,6,Riccardo PatresePAT,Williams Judd,1:44.555
12,19,Alessandro NanniniNAN,Benetton Ford,1:44.611
13,15,Mauricio GugelminGUG,March Judd,1:45.138
14,22,Andrea de CesarisDEC,Rial Ford,1:45.558
15,18,Eddie  CheeverCHE,Arrows Megatron,1:45.845
16,3,Jonathan  PalmerPAL,Tyrrell Ford,1:45.916
17,23,Pierluigi MartiniMAR,Minardi Ford,1:46.449
18,14,Philippe StreiffSTR,AGS Ford,1:46.486
19,30,Philippe AlliotALL,Lola Ford,1:46.521
20,29,Aguri SuzukiSUZ,Lola Ford,1:46.920
21,36,Alex CaffiCAF,Dallara Ford,1:46.982
22,24,Luis Perez-SalaPER,Minardi Ford,1:47.134
23,25,Rene ArnouxARN,Ligier Judd,1:47.193
24,21,Nicola LariniLAR,Osella,1:47.547
25,10,Bernd SchneiderSCH,Zakspeed,1:47.599
26,4,Julian BaileyBAI,Tyrrell Ford,1:48.589
27,26,Stefan JohanssonJOH,Ligier Judd,1:48.716
28,32,Oscar LarrauriLAR,Euro Brun Ford,1:49.265
29,9,Piercarlo GhinzaniGHI,Zakspeed,1:49.706
30,33,Stefano ModenaMOD,Euro Brun Ford,1:49.810
