Pos,No,Driver,Car,Lap,Time
1,12,Giancarlo FisichellaFIS,Jordan Peugeot,20,1:22.242
2,5,Michael SchumacherMSC,Ferrari,44,1:22.295
3,10,David CoulthardCOU,McLaren Mercedes,22,1:22.340
4,14,Olivier PanisPAN,Prost Mugen Honda,29,1:22.422
5,3,Jacques VilleneuveVIL,Williams Renault,9,1:22.534
6,11,Ralf SchumacherRSC,Jordan Peugeot,14,1:22.784
7,6,Eddie IrvineIRV,Ferrari,30,1:22.839
8,4,Heinz-Harald FrentzenFRE,Williams Renault,54,1:22.841
9,7,Jean AlesiALE,Benetton Renault,20,1:23.096
10,8,Gerhard BergerBER,Benetton Renault,42,1:23.106
11,16,Johnny HerbertHER,Sauber Petronas,54,1:23.178
12,9,Mika HakkinenHAK,McLaren Mercedes,30,1:23.241
13,15,Shinji NakanoNAK,Prost Mugen Honda,21,1:23.516
14,22,Rubens BarrichelloBAR,Stewart Ford,23,1:23.564
15,2,Pedro DinizDIN,Arrows Yamaha,24,1:23.716
16,1,Damon HillHIL,Arrows Yamaha,12,1:23.761
17,21,Jarno TrulliTRU,Minardi Hart,45,1:24.213
18,18,Jos VerstappenVER,Tyrrell Ford,43,1:24.517
19,17,Gianni MorbidelliMOR,Sauber Petronas,24,1:24.647
20,19,Mika SaloSAL,Tyrrell Ford,4,1:24.775
21,23,Jan MagnussenMAG,Stewart Ford,40,1:25.300
22,20,Ukyo KatayamaKAT,Minardi Hart,4,1:26.273
