Pos,No,Driver,Car,Lap,Time
1,10,David CoulthardCOU,McLaren Mercedes,37,1:19.635
2,4,Heinz-Harald FrentzenFRE,Williams Renault,49,1:19.997
3,5,Michael SchumacherMSC,Ferrari,27,1:20.171
4,7,Jean AlesiALE,Benetton Renault,50,1:20.679
5,16,Johnny HerbertHER,Sauber Petronas,33,1:20.709
6,14,Olivier PanisPAN,Prost Mugen Honda,47,1:20.945
7,12,Giancarlo FisichellaFIS,Jordan Peugeot,27,1:21.013
8,8,Alexander WurzWUR,Benetton Renault,25,1:21.048
9,19,Mika SaloSAL,Tyrrell Ford,24,1:21.622
10,18,Jos VerstappenVER,Tyrrell Ford,21,1:21.902
11,15,Shinji NakanoNAK,Prost Mugen Honda,48,1:22.077
12,22,Rubens BarrichelloBAR,Stewart Ford,26,1:22.366
13,11,Ralf SchumacherRSC,Jordan Peugeot,14,1:22.372
14,2,Pedro DinizDIN,Arrows Yamaha,34,1:22.434
15,1,Damon HillHIL,Arrows Yamaha,6,1:22.435
16,17,Gianni MorbidelliMOR,Sauber Petronas,32,1:22.659
17,21,Jarno TrulliTRU,Minardi Hart,29,1:22.712
18,20,Ukyo KatayamaKAT,Minardi Hart,5,1:24.294
19,3,Jacques VilleneuveVIL,Williams Renault,1,1:28.356
