Pos,No,Driver,Car,Time
1,26,Jacques LaffiteLAF,Ligier Matra,1:13.754
2,1,Alan  JonesJON,Williams Ford,1:14.024
3,2,Carlos ReutemannREU,Williams Ford,1:14.342
4,7,John WatsonWAT,McLaren Ford,1:14.657
5,15,Alain ProstPRO,Renault,1:14.669
6,23,Bruno GiacomelliGIA,Alfa Romeo,1:14.897
7,27,Gilles VilleneuveVIL,Ferrari,1:14.987
8,22,Mario AndrettiAND,Alfa Romeo,1:15.159
9,5,Nelson PiquetPIQ,Brabham Ford,1:15.355
10,11,Elio de AngelisDEA,Lotus Ford,1:15.399
11,12,Nigel MansellMAN,Lotus Ford,1:15.562
12,29,Riccardo PatresePAT,Arrows Ford,1:15.627
13,28,Didier PironiPIR,Ferrari,1:15.715
14,8,Andrea de CesarisDEC,McLaren Ford,1:15.850
15,20,Keke RosbergROS,Fittipaldi Ford,1:15.924
16,33,Patrick TambayTAM,Theodore Ford,1:16.355
17,16,Rene ArnouxARN,Renault,1:16.406
18,6,Hector RebaqueREB,Brabham Ford,1:16.527
19,25,Jean-Pierre JabouilleJAB,Ligier Matra,1:16.559
20,3,Eddie  CheeverCHE,Tyrrell Ford,1:16.641
21,21,Chico SerraSER,Fittipaldi Ford,1:16.782
22,17,Derek DalyDAL,March Ford,1:16.979
23,30,Siegfried StohrSTO,Arrows Ford,1:17.294
24,14,Eliseo SalazarSAL,Ensign Ford,1:17.822
