Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham Ford,1:29.211
2,2,Carlos ReutemannREU,Williams Ford,1:29.359
3,1,Alan  JonesJON,Williams Ford,1:29.728
4,15,Alain ProstPRO,Renault,1:29.908
5,12,Nigel MansellMAN,Lotus Ford,1:29.997
6,6,Hector RebaqueREB,Brabham Ford,1:30.182
7,11,Elio de AngelisDEA,Lotus Ford,1:30.231
8,16,Rene ArnouxARN,Renault,1:30.232
9,7,John WatsonWAT,McLaren Ford,1:30.566
10,26,Jacques LaffiteLAF,Ligier Matra,1:30.705
11,27,Gilles VilleneuveVIL,Ferrari,1:31.115
12,28,Didier PironiPIR,Ferrari,1:31.350
13,8,Andrea de CesarisDEC,McLaren Ford,1:31.507
14,3,Eddie  CheeverCHE,Tyrrell Ford,1:31.547
15,23,Bruno GiacomelliGIA,Alfa Romeo,1:31.600
16,22,Mario AndrettiAND,Alfa Romeo,1:31.740
17,25,Patrick TambayTAM,Ligier Matra,1:31.747
18,29,Riccardo PatresePAT,Arrows Ford,1:31.969
19,33,Marc SurerSUR,Theodore Ford,1:32.253
20,17,Derek DalyDAL,March Ford,1:32.305
21,10,Slim BorguddBOR,ATS Ford,1:32.652
22,4,Michele AlboretoALB,Tyrrell Ford,1:32.709
23,32,Jean-Pierre JarierJAR,Osella Hart,1:33.432
24,14,Eliseo SalazarSAL,Ensign Ford,1:33.848
