Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:47.500
2,16,Rene ArnouxARN,Renault,1:47.960
3,2,Carlos ReutemannREU,Williams Ford,1:48.430
4,1,Alan  JonesJON,Williams Ford,1:48.490
5,28,Didier PironiPIR,Ferrari,1:49.000
6,5,Nelson PiquetPIQ,Brabham Ford,1:49.030
7,26,Jacques LaffiteLAF,Ligier Matra,1:49.280
8,27,Gilles VilleneuveVIL,Ferrari,1:49.440
9,7,John WatsonWAT,McLaren Ford,1:49.520
10,8,Andrea de CesarisDEC,McLaren Ford,1:49.580
11,25,Patrick TambayTAM,Ligier Matra,1:50.000
12,22,Mario AndrettiAND,Alfa Romeo,1:50.640
13,29,Riccardo PatresePAT,Arrows Ford,1:50.650
14,11,Elio de AngelisDEA,Lotus Ford,1:50.740
15,12,Nigel MansellMAN,Lotus Ford,1:50.860
16,6,Hector RebaqueREB,Brabham Ford,1:51.170
17,32,Jean-Pierre JarierJAR,Osella Hart,1:52.190
18,3,Eddie  CheeverCHE,Tyrrell Ford,1:52.190
19,23,Bruno GiacomelliGIA,Alfa Romeo,1:52.210
20,10,Slim BorguddBOR,ATS Ford,1:52.540
21,17,Derek DalyDAL,March Ford,1:52.650
22,33,Marc SurerSUR,Theodore Ford,1:52.850
23,14,Eliseo SalazarSAL,Ensign Ford,1:53.160
24,30,Siegfried StohrSTO,Arrows Ford,1:53.190
