Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:05.950
2,7,John WatsonWAT,McLaren Ford,1:06.360
3,15,Alain ProstPRO,Renault,1:06.360
4,5,Nelson PiquetPIQ,Brabham Ford,1:06.910
5,8,Andrea de CesarisDEC,McLaren Ford,1:07.030
6,26,Jacques LaffiteLAF,Ligier Matra,1:07.090
7,2,Carlos ReutemannREU,Williams Ford,1:07.420
8,11,Elio de AngelisDEA,Lotus Ford,1:07.520
9,1,Alan  JonesJON,Williams Ford,1:07.530
10,22,Mario AndrettiAND,Alfa Romeo,1:07.560
11,27,Gilles VilleneuveVIL,Ferrari,1:07.600
12,23,Bruno GiacomelliGIA,Alfa Romeo,1:07.630
13,12,Nigel MansellMAN,Lotus Ford,1:07.720
14,28,Didier PironiPIR,Ferrari,1:08.090
15,6,Hector RebaqueREB,Brabham Ford,1:08.210
16,25,Patrick TambayTAM,Ligier Matra,1:08.470
17,20,Keke RosbergROS,Fittipaldi Ford,1:09.350
18,29,Riccardo PatresePAT,Arrows Ford,1:09.370
19,3,Eddie  CheeverCHE,Tyrrell Ford,1:09.880
20,17,Derek DalyDAL,March Ford,1:09.940
21,33,Marc SurerSUR,Theodore Ford,1:10.210
22,14,Eliseo SalazarSAL,Ensign Ford,1:10.500
23,4,Michele AlboretoALB,Tyrrell Ford,1:10.640
