Pos,No,Driver,Car,Time
1,27,Gilles VilleneuveVIL,Ferrari,1:34.523
2,2,Carlos ReutemannREU,Williams Ford,1:35.229
3,16,Rene ArnouxARN,Renault,1:35.281
4,15,Alain ProstPRO,Renault,1:35.579
5,5,Nelson PiquetPIQ,Brabham Ford,1:35.733
6,28,Didier PironiPIR,Ferrari,1:35.868
7,7,John WatsonWAT,McLaren Ford,1:36.241
8,1,Alan  JonesJON,Williams Ford,1:36.280
9,29,Riccardo PatresePAT,Arrows Ford,1:36.390
10,26,Jacques LaffiteLAF,Ligier Matra,1:36.477
11,23,Bruno GiacomelliGIA,Alfa Romeo,1:36.776
12,22,Mario AndrettiAND,Alfa Romeo,1:36.919
13,6,Hector RebaqueREB,Brabham Ford,1:37.264
14,8,Andrea de CesarisDEC,McLaren Ford,1:37.382
15,20,Keke RosbergROS,Fittipaldi Ford,1:37.459
16,33,Patrick TambayTAM,Theodore Ford,1:37.545
17,4,Michele AlboretoALB,Tyrrell Ford,1:37.771
18,25,Jean-Pierre JabouilleJAB,Ligier Matra,1:38.140
19,3,Eddie  CheeverCHE,Tyrrell Ford,1:38.266
20,32,Beppe GabbianiGAB,Osella Hart,1:38.302
21,14,Marc SurerSUR,Ensign Ford,1:38.341
22,31,Miguel Angel GuerraGUE,Osella Hart,1:38.773
23,17,Eliseo SalazarSAL,March Ford,1:38.827
24,10,Slim BorguddBOR,ATS Ford,1:39.079
