Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:33.467
2,2,Carlos ReutemannREU,Williams Ford,1:34.140
3,15,Alain ProstPRO,Renault,1:34.374
4,26,Jacques LaffiteLAF,Ligier Matra,1:35.062
5,1,Alan  JonesJON,Williams Ford,1:35.359
6,5,Nelson PiquetPIQ,Brabham Ford,1:35.449
7,7,John WatsonWAT,McLaren Ford,1:35.557
8,28,Didier PironiPIR,Ferrari,1:35.596
9,27,Gilles VilleneuveVIL,Ferrari,1:35.627
10,23,Bruno GiacomelliGIA,Alfa Romeo,1:35.946
11,11,Elio de AngelisDEA,Lotus Ford,1:36.158
12,12,Nigel MansellMAN,Lotus Ford,1:36.210
13,22,Mario AndrettiAND,Alfa Romeo,1:36.296
14,6,Hector RebaqueREB,Brabham Ford,1:36.472
15,25,Patrick TambayTAM,Ligier Matra,1:36.515
16,8,Andrea de CesarisDEC,McLaren Ford,1:37.019
17,3,Eddie  CheeverCHE,Tyrrell Ford,1:37.160
18,32,Jean-Pierre JarierJAR,Osella Hart,1:37.264
19,17,Derek DalyDAL,March Ford,1:37.303
20,29,Riccardo PatresePAT,Arrows Ford,1:37.355
21,10,Slim BorguddBOR,ATS Ford,1:37.807
22,4,Michele AlboretoALB,Tyrrell Ford,1:37.912
23,35,Brian HentonHEN,Toleman Hart,1:38.012
24,14,Eliseo SalazarSAL,Ensign Ford,1:38.053
