Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:32.018
2,15,Alain ProstPRO,Renault,1:32.321
3,27,Gilles VilleneuveVIL,Ferrari,1:33.334
4,26,Jacques LaffiteLAF,Ligier Matra,1:34.398
5,2,Carlos ReutemannREU,Williams Ford,1:34.531
6,1,Alan  JonesJON,Williams Ford,1:34.654
7,5,Nelson PiquetPIQ,Brabham Ford,1:34.871
8,28,Didier PironiPIR,Ferrari,1:35.037
9,11,Elio de AngelisDEA,Lotus Ford,1:35.294
10,29,Riccardo PatresePAT,Arrows Ford,1:35.442
11,12,Nigel MansellMAN,Lotus Ford,1:35.569
12,7,John WatsonWAT,McLaren Ford,1:35.977
13,22,Mario AndrettiAND,Alfa Romeo,1:36.079
14,32,Jean-Pierre JarierJAR,Osella Hart,1:36.117
15,6,Hector RebaqueREB,Brabham Ford,1:36.150
16,23,Bruno GiacomelliGIA,Alfa Romeo,1:36.216
17,25,Patrick TambayTAM,Ligier Matra,1:36.233
18,8,Andrea de CesarisDEC,McLaren Ford,1:36.657
19,17,Derek DalyDAL,March Ford,1:37.230
20,14,Eliseo SalazarSAL,Ensign Ford,1:37.631
21,10,Slim BorguddBOR,ATS Ford,1:37.709
22,4,Michele AlboretoALB,Tyrrell Ford,1:38.084
23,33,Marc SurerSUR,Theodore Ford,1:38.522
24,30,Siegfried StohrSTO,Arrows Ford,1:38.546
