Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham Ford,1:35.079
2,2,Carlos ReutemannREU,Williams Ford,1:35.390
3,1,Alan  JonesJON,Williams Ford,1:36.377
4,29,Riccardo PatresePAT,Arrows Ford,1:36.667
5,15,Alain ProstPRO,Renault,1:36.670
6,23,Bruno GiacomelliGIA,Alfa Romeo,1:37.283
7,27,Gilles VilleneuveVIL,Ferrari,1:37.497
8,16,Rene ArnouxARN,Renault,1:37.561
9,22,Mario AndrettiAND,Alfa Romeo,1:37.597
10,11,Elio de AngelisDEA,Lotus Ford,1:37.734
11,6,Hector RebaqueREB,Brabham Ford,1:37.777
12,20,Keke RosbergROS,Fittipaldi Ford,1:37.981
13,12,Nigel MansellMAN,Lotus Ford,1:38.003
14,3,Eddie  CheeverCHE,Tyrrell Ford,1:38.160
15,7,John WatsonWAT,McLaren Ford,1:38.263
16,26,Jacques LaffiteLAF,Ligier Matra,1:38.273
17,28,Didier PironiPIR,Ferrari,1:38.565
18,14,Marc SurerSUR,Ensign Ford,1:38.570
19,33,Patrick TambayTAM,Theodore Ford,1:38.726
20,8,Andrea de CesarisDEC,McLaren Ford,1:38.780
21,30,Siegfried StohrSTO,Arrows Ford,1:39.190
22,21,Chico SerraSER,Fittipaldi Ford,1:39.326
23,25,Jean-Pierre JarierJAR,Ligier Matra,1:39.398
24,4,Ricardo ZuninoZUN,Tyrrell Ford,1:39.798
