Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:18.176
2,16,Rene ArnouxARN,Renault,1:18.255
3,5,Nelson PiquetPIQ,Brabham Ford,1:18.625
4,1,Alan  JonesJON,Williams Ford,1:18.672
5,2,Carlos ReutemannREU,Williams Ford,1:18.844
6,26,Jacques LaffiteLAF,Ligier Matra,1:19.018
7,22,Mario AndrettiAND,Alfa Romeo,1:19.040
8,7,John WatsonWAT,McLaren Ford,1:19.312
9,11,Elio de AngelisDEA,Lotus Ford,1:19.738
10,29,Riccardo PatresePAT,Arrows Ford,1:19.864
11,25,Patrick TambayTAM,Ligier Matra,1:19.979
12,28,Didier PironiPIR,Ferrari,1:20.248
13,8,Andrea de CesarisDEC,McLaren Ford,1:20.377
14,23,Bruno GiacomelliGIA,Alfa Romeo,1:20.384
15,6,Hector RebaqueREB,Brabham Ford,1:20.547
16,27,Gilles VilleneuveVIL,Ferrari,1:20.595
17,12,Nigel MansellMAN,Lotus Ford,1:20.663
18,32,Jean-Pierre JarierJAR,Osella Hart,1:21.086
19,17,Derek DalyDAL,March Ford,1:21.391
20,33,Marc SurerSUR,Theodore Ford,1:21.454
21,30,Siegfried StohrSTO,Arrows Ford,1:21.568
22,3,Eddie  CheeverCHE,Tyrrell Ford,1:21.698
23,10,Slim BorguddBOR,ATS Ford,1:21.760
24,14,Eliseo SalazarSAL,Ensign Ford,1:22.024
25,4,Michele AlboretoALB,Tyrrell Ford,1:22.030
