Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham Ford,1:42.665
2,15,Alain ProstPRO,Renault,1:42.981
3,1,Alan  JonesJON,Williams Ford,1:43.638
4,2,Carlos ReutemannREU,Williams Ford,1:43.935
5,16,Rene ArnouxARN,Renault,1:43.997
6,6,Hector RebaqueREB,Brabham Ford,1:44.100
7,27,Gilles VilleneuveVIL,Ferrari,1:44.132
8,20,Keke RosbergROS,Fittipaldi Ford,1:44.191
9,29,Riccardo PatresePAT,Arrows Ford,1:45.008
10,11,Elio de AngelisDEA,Lotus Ford,1:45.065
11,7,John WatsonWAT,McLaren Ford,1:45.073
12,28,Didier PironiPIR,Ferrari,1:45.108
13,3,Eddie  CheeverCHE,Tyrrell Ford,1:45.117
14,33,Patrick TambayTAM,Theodore Ford,1:45.297
15,12,Nigel MansellMAN,Lotus Ford,1:45.369
16,14,Marc SurerSUR,Ensign Ford,1:45.734
17,22,Mario AndrettiAND,Alfa Romeo,1:46.059
18,8,Andrea de CesarisDEC,McLaren Ford,1:46.387
19,30,Siegfried StohrSTO,Arrows Ford,1:46.444
20,21,Chico SerraSER,Fittipaldi Ford,1:46.706
21,26,Jacques LaffiteLAF,Ligier Matra,1:46.854
22,23,Bruno GiacomelliGIA,Alfa Romeo,1:46.918
23,9,Jan LammersLAM,ATS Ford,1:47.174
24,4,Ricardo ZuninoZUN,Tyrrell Ford,1:47.464
