Pos,No,Driver,Car,Time
1,2,Alberto AscariASC,Ferrari,1:51.100
2,12,Juan Manuel FangioFAN,Maserati,1:52.700
3,6,Nino FarinaFAR,Ferrari,1:53.000
4,4,Luigi  VilloresiVIL,Ferrari,1:53.700
5,14,Jose Froilan GonzalezGON,Maserati,1:54.100
6,8,Mike HawthornHAW,Ferrari,1:54.900
7,18,Toulo de GraffenriedDEG,Maserati,1:58.700
8,10,Louis  RosierROS,Ferrari,1:59.500
9,34,Stirling MossMOS,Connaught Lea Francis,2:00.000
10,20,Harry SchellSCH,Gordini,2:00.100
11,26,Roy SalvadoriSAL,Connaught Lea Francis,2:00.500
12,24,Maurice  TrintignantTRI,Gordini,2:01.200
13,16,Felice  BonettoBON,Maserati,2:01.500
14,28,Kenneth McAlpineMCA,Connaught Lea Francis,2:01.900
15,38,Lance MacklinMAC,HWM Alta,2:02.400
16,36,Peter CollinsCOL,HWM Alta,2:03.100
17,30,Johnny ClaesCLA,Connaught Lea Francis,2:03.900
18,32,Ken  WhartonWHA,Cooper Bristol,2:06.400
19,22,Roberto MieresMIE,Gordini,2:08.500
