Pos,No,Driver,Car,Time
1,10,Alberto AscariASC,Ferrari,2:41.200
2,24,Felice  BonettoBON,Maserati,2:41.500
3,12,Luigi  VilloresiVIL,Ferrari,2:41.900
4,18,Juan Manuel FangioFAN,Maserati,2:42.000
5,20,Jose Froilan GonzalezGON,Maserati,2:42.400
6,14,Nino FarinaFAR,Ferrari,2:42.500
7,16,Mike HawthornHAW,Ferrari,2:43.500
8,22,Onofre MarimonMAR,Maserati,2:44.700
9,46,Toulo de GraffenriedDEG,Maserati,2:46.100
10,44,Louis  RosierROS,Ferrari,2:49.600
11,42,Prince BiraBIR,Connaught Lea Francis,2:53.200
12,38,Bob  GerardGER,Cooper Bristol,2:54.200
13,36,Stirling MossMOS,Cooper Alta,2:55.700
14,40,Ken  WhartonWHA,Cooper Bristol,2:55.800
15,34,Elie BayolBAY,OSCA,2:56.900
16,26,Lance MacklinMAC,HWM Alta,2:57.200
17,28,Peter CollinsCOL,HWM Alta,3:02.000
18,30,Yves Giraud-CabantousGIR,HWM Alta,3:06.700
19,50,Roy SalvadoriSAL,Connaught Lea Francis,3:23.000
20,6,Harry SchellSCH,Gordini,3:25.800
21,48,Johnny ClaesCLA,Connaught Lea Francis,4:06.500
22,2,Jean BehraBEH,Gordini,
23,4,Maurice  TrintignantTRI,Gordini,
24,8,Roberto MieresMIE,Gordini,
25,32,Louis  ChironCHI,OSCA,
