Pos,No,Driver,Car,Time
1,4,Juan Manuel FangioFAN,Maserati,4:30.000
2,10,Alberto AscariASC,Ferrari,4:32.000
3,2,Jose Froilan GonzalezGON,Maserati,4:32.000
4,12,Nino FarinaFAR,Ferrari,4:36.000
5,8,Luigi  VilloresiVIL,Ferrari,4:39.000
6,28,Onofre MarimonMAR,Maserati,4:40.000
7,14,Mike HawthornHAW,Ferrari,4:42.000
8,18,Maurice  TrintignantTRI,Gordini,4:45.000
9,30,Toulo de GraffenriedDEG,Maserati,4:49.000
10,6,Johnny ClaesCLA,Maserati,4:50.000
11,24,Paul FrereFRE,HWM Alta,4:52.000
12,20,Harry SchellSCH,Gordini,4:53.000
13,32,Louis  RosierROS,Ferrari,4:56.000
14,16,Jean BehraBEH,Gordini,4:57.000
15,38,Fred WackerWAC,Gordini,5:03.000
16,26,Peter CollinsCOL,HWM Alta,5:03.000
17,22,Lance MacklinMAC,HWM Alta,5:14.000
18,40,Andre PilettePIL,Connaught Lea Francis,5:23.000
19,36,Arthur LegatLEG,Veritas,5:41.000
20,34,Georges BergerBER,Simca-Gordini,5:58.000
