Pos,No,Driver,Car,Time
1,1,Alberto AscariASC,Ferrari,9:59.800
2,5,Juan Manuel FangioFAN,Maserati,10:03.700
3,2,Nino FarinaFAR,Ferrari,10:04.100
4,3,Mike HawthornHAW,Ferrari,10:12.600
5,10,Maurice  TrintignantTRI,Gordini,10:21.700
6,4,Luigi  VilloresiVIL,Ferrari,10:22.800
7,7,Felice  BonettoBON,Maserati,10:40.800
8,8,Onofre MarimonMAR,Maserati,10:41.000
9,9,Jean BehraBEH,Gordini,10:45.500
10,11,Harry SchellSCH,Gordini,10:46.200
11,17,Toulo de GraffenriedDEG,Maserati,10:46.600
12,19,Stirling MossMOS,Cooper Alta,10:48.300
13,15,Roy SalvadoriSAL,Connaught Lea Francis,10:57.500
14,31,Hans  HerrmannHER,Veritas,10:59.800
15,14,Prince BiraBIR,Connaught Lea Francis,11:02.100
16,16,Kenneth McAlpineMCA,Connaught Lea Francis,11:07.300
17,38,Alan BrownBRO,Cooper Bristol,11:08.700
18,23,Willi HeeksHEE,Veritas,11:18.000
19,18,Jacques SwatersSWA,Ferrari,11:18.900
20,40,Rodney NuckeyNUC,Cooper Bristol,11:22.100
21,28,Theo FitzauFIT,AFM BMW,11:23.400
22,20,Louis  RosierROS,Ferrari,11:27.400
23,21,Hans Von StuckSTU,AFM Bristol,11:37.200
24,35,Edgar BarthBAR,EMW,11:40.800
25,12,Johnny ClaesCLA,Connaught Lea Francis,11:45.500
26,36,Rudolf KrauseKRA,BMW,11:49.500
27,34,Kurt AdolffADO,Ferrari,11:53.100
28,24,Theo HelfrichHEL,Veritas,11:56.300
29,22,Wolfgang SeidelSEI,Veritas,11:59.300
30,41,Günther BechemBEC,AFM BMW,12:13.300
31,30,Ernst LoofLOO,Veritas,12:16.800
32,37,Ernst KlodwigKLO,BMW,12:24.600
33,32,Erwin BauerBAU,Veritas,
34,26,Oswald KarchKAR,Veritas,
