Pos,No,Driver,Car,Time
1,10,Alberto AscariASC,Ferrari,1:55.400
2,2,Juan Manuel FangioFAN,Maserati,1:56.100
3,14,Luigi  VilloresiVIL,Ferrari,1:56.500
4,12,Nino FarinaFAR,Ferrari,1:57.100
5,4,Jose Froilan GonzalezGON,Maserati,1:58.500
6,16,Mike HawthornHAW,Ferrari,1:59.400
7,28,Maurice  TrintignantTRI,Gordini,2:00.400
8,26,Robert  ManzonMAN,Gordini,2:00.900
9,8,Oscar Alfredo GalvezGAL,Maserati,2:01.300
10,32,Carlos MenditeguyMEN,Gordini,2:01.800
11,30,Jean BehraBEH,Gordini,2:02.600
12,20,Alan BrownBRO,Cooper Alta,2:03.200
13,24,Adolfo Schewelm CruzCRU,Cooper Alta,2:03.700
14,34,Pablo BirgerBIR,Gordini,2:03.800
15,6,Felice  BonettoBON,Maserati,2:04.200
16,22,John BarberBAR,Cooper Alta,2:06.800
