Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:25.332,,16
2,2,Mark WebberWEB,Red Bull Racing Renault,1:25.892,+0.560s,14
3,3,Fernando AlonsoALO,Ferrari,1:26.105,+0.773s,19
4,11,Nico HulkenbergHUL,Sauber Ferrari,1:26.306,+0.974s,17
5,8,Romain GrosjeanGRO,Lotus Renault,1:26.350,+1.018s,16
6,4,Felipe MassaMAS,Ferrari,1:26.435,+1.103s,20
7,14,Paul di RestaDIR,Force India Mercedes,1:26.438,+1.106s,15
8,9,Nico RosbergROS,Mercedes,1:26.441,+1.109s,19
9,5,Jenson ButtonBUT,McLaren Mercedes,1:26.489,+1.157s,15
10,10,Lewis HamiltonHAM,Mercedes,1:26.557,+1.225s,17
11,7,Kimi RäikkönenRAI,Lotus Renault,1:26.635,+1.303s,14
12,16,Pastor MaldonadoMAL,Williams Renault,1:26.641,+1.309s,13
13,6,Sergio PerezPER,McLaren Mercedes,1:26.737,+1.405s,13
14,15,Adrian SutilSUT,Force India Mercedes,1:26.847,+1.515s,17
15,18,Jean-Eric VergneVER,STR Ferrari,1:26.876,+1.544s,17
16,17,Valtteri BottasBOT,Williams Renault,1:26.883,+1.551s,15
17,19,Daniel RicciardoRIC,STR Ferrari,1:27.259,+1.927s,18
18,20,Charles PicPIC,Caterham Renault,1:27.941,+2.609s,18
19,12,Esteban Gutierrez GUT,Sauber Ferrari,1:28.019,+2.687s,15
20,21,Giedo van der GardeVDG,Caterham Renault,1:28.498,+3.166s,16
21,23,Max ChiltonCHI,Marussia Cosworth,1:29.094,+3.762s,11
22,22,Jules BianchiBIA,Marussia Cosworth,1:29.169,+3.837s,13
